シーズン,集計基準日,打者名,打者球団,投手名,投手球団,対戦打席,対戦打数,安打,本塁打,四球,三振,打率,出塁率,長打率,OPS,サンプル不足フラグ,データの説明
2026,2026-08-09,古賀 優大,ヤクルト,金丸 夢斗,中日,6,6,3,0,0,0,0.5,0.5,0.5,1.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,古賀 優大,ヤクルト,下村 海翔,阪神,5,5,1,0,0,0,0.2,0.2,0.2,0.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,古賀 優大,ヤクルト,西 勇輝,阪神,5,4,1,0,0,0,0.25,0.4,0.25,0.65,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,古賀 優大,ヤクルト,遠藤 淳志,広島,5,4,2,1,0,0,0.5,0.4,1.25,1.65,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,古賀 優大,ヤクルト,髙橋 宏斗,中日,5,4,1,0,0,0,0.25,0.25,0.25,0.5,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,細川 成也,中日,東 克樹,DeNA,14,14,5,2,0,1,0.3571,0.3571,0.8571,1.2142,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,細川 成也,中日,ウィットリー,巨人,13,12,0,0,1,7,0.0,0.0769,0.0,0.0769,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,細川 成也,中日,竹丸 和幸,巨人,12,10,3,1,2,3,0.3,0.4167,0.7,1.1167,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,細川 成也,中日,伊原 陵人,阪神,11,8,1,0,3,2,0.125,0.3636,0.125,0.4886,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,細川 成也,中日,髙橋 遥人,阪神,11,11,2,0,0,4,0.1818,0.1818,0.1818,0.3636,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,細川 成也,中日,奥川 恭伸,ヤクルト,10,8,1,1,2,2,0.125,0.3,0.5,0.8,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,細川 成也,中日,床田 寛樹,広島,10,10,3,0,0,0,0.3,0.3,0.3,0.6,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,細川 成也,中日,吉村 貢司郎,ヤクルト,9,8,2,0,1,2,0.25,0.3333,0.375,0.7083,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,細川 成也,中日,山野 太一,ヤクルト,9,4,4,1,4,0,1.0,0.8889,2.0,2.8889,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,細川 成也,中日,森下 暢仁,広島,8,5,2,1,2,2,0.4,0.5,1.0,1.5,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,細川 成也,中日,栗林 良吏,広島,7,5,1,0,1,2,0.2,0.4286,0.2,0.6286,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,細川 成也,中日,井上 温大,巨人,6,4,1,0,2,1,0.25,0.5,0.25,0.75,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,細川 成也,中日,入江 大生,DeNA,6,5,1,1,1,2,0.2,0.3333,0.8,1.1333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,細川 成也,中日,則本 昂大,巨人,6,6,1,0,0,1,0.1667,0.1667,0.1667,0.3334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,細川 成也,中日,岡本 駿,広島,6,4,0,0,2,2,0.0,0.3333,0.0,0.3333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,細川 成也,中日,工藤 泰成,阪神,6,6,2,0,0,3,0.3333,0.3333,0.3333,0.6666,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,細川 成也,中日,才木 浩人,阪神,6,5,1,0,1,2,0.2,0.3333,0.4,0.7333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,細川 成也,中日,村上 頌樹,阪神,6,6,3,0,0,1,0.5,0.5,0.8333,1.3333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,細川 成也,中日,松本 健吾,ヤクルト,6,4,1,0,2,1,0.25,0.5,0.25,0.75,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,細川 成也,中日,田中 将大,巨人,6,4,2,0,2,1,0.5,0.6667,0.5,1.1667,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,細川 成也,中日,高梨 裕稔,ヤクルト,6,5,2,0,0,2,0.4,0.5,0.4,0.9,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,細川 成也,中日,ターノック,広島,5,5,2,0,0,2,0.4,0.4,0.4,0.8,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,細川 成也,中日,ドリス,阪神,5,5,1,0,0,2,0.2,0.2,0.2,0.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,細川 成也,中日,マルセリーノ,DeNA,5,3,1,0,1,2,0.3333,0.6,0.3333,0.9333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,細川 成也,中日,レイノルズ,DeNA,5,5,0,0,0,2,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,細川 成也,中日,平良 拳太郎,DeNA,5,5,2,0,0,2,0.4,0.4,0.6,1.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐野 恵太,DeNA,井上 温大,巨人,15,14,2,1,1,3,0.1429,0.2,0.3571,0.5571,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐野 恵太,DeNA,床田 寛樹,広島,13,12,3,0,1,1,0.25,0.3077,0.3333,0.641,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐野 恵太,DeNA,マラー,中日,12,11,2,0,1,1,0.1818,0.25,0.1818,0.4318,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐野 恵太,DeNA,松本 健吾,ヤクルト,12,11,7,2,1,0,0.6364,0.6667,1.3636,2.0303,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐野 恵太,DeNA,金丸 夢斗,中日,12,11,0,0,1,2,0.0,0.0833,0.0,0.0833,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐野 恵太,DeNA,大竹 耕太郎,阪神,10,10,1,0,0,1,0.1,0.1,0.1,0.2,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐野 恵太,DeNA,髙橋 遥人,阪神,10,10,2,0,0,1,0.2,0.2,0.2,0.4,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐野 恵太,DeNA,吉村 貢司郎,ヤクルト,9,8,3,1,1,0,0.375,0.4444,0.75,1.1944,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐野 恵太,DeNA,才木 浩人,阪神,9,8,3,0,1,2,0.375,0.4444,0.375,0.8194,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐野 恵太,DeNA,竹丸 和幸,巨人,8,8,3,0,0,1,0.375,0.375,0.5,0.875,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐野 恵太,DeNA,中西 聖輝,中日,7,6,1,0,1,1,0.1667,0.2857,0.3333,0.619,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐野 恵太,DeNA,ターノック,広島,6,4,1,0,2,1,0.25,0.5,0.5,1.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐野 恵太,DeNA,マルティネス,巨人,6,5,0,0,1,0,0.0,0.1667,0.0,0.1667,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐野 恵太,DeNA,小川 泰弘,ヤクルト,6,5,2,0,1,2,0.4,0.5,0.4,0.9,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐野 恵太,DeNA,岡本 駿,広島,6,5,3,0,1,0,0.6,0.6667,0.6,1.2667,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐野 恵太,DeNA,村上 頌樹,阪神,6,5,1,0,1,0,0.2,0.3333,0.2,0.5333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐野 恵太,DeNA,櫻井 頼之介,中日,6,5,0,0,1,1,0.0,0.1667,0.0,0.1667,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐野 恵太,DeNA,高梨 裕稔,ヤクルト,6,6,0,0,0,1,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐野 恵太,DeNA,高橋 奎二,ヤクルト,6,5,2,0,1,0,0.4,0.5,0.4,0.9,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐野 恵太,DeNA,斉藤 優汰,広島,5,4,2,0,1,0,0.5,0.6,0.75,1.35,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐野 恵太,DeNA,松山 晋也,中日,5,5,1,0,0,2,0.2,0.2,0.4,0.6,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐野 恵太,DeNA,柳 裕也,中日,5,5,0,0,0,1,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐野 恵太,DeNA,玉村 昇悟,広島,5,5,1,0,0,0,0.2,0.2,0.4,0.6,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,京田 陽太,DeNA,村上 頌樹,阪神,5,5,2,0,0,2,0.4,0.4,0.4,0.8,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,大山 悠輔,阪神,柳 裕也,中日,14,14,5,0,0,0,0.3571,0.3571,0.4286,0.7857,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,大山 悠輔,阪神,栗林 良吏,広島,12,12,3,0,0,0,0.25,0.25,0.25,0.5,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,大山 悠輔,阪神,マラー,中日,10,10,2,0,0,1,0.2,0.2,0.2,0.4,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,大山 悠輔,阪神,髙橋 宏斗,中日,10,9,1,0,1,4,0.1111,0.2,0.1111,0.3111,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,大山 悠輔,阪神,山野 太一,ヤクルト,9,6,2,0,3,1,0.3333,0.5556,0.5,1.0556,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,大山 悠輔,阪神,床田 寛樹,広島,8,7,2,0,1,4,0.2857,0.375,0.2857,0.6607,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,大山 悠輔,阪神,竹丸 和幸,巨人,8,6,1,0,1,1,0.1667,0.25,0.3333,0.5833,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,大山 悠輔,阪神,ウィットリー,巨人,6,5,0,0,1,3,0.0,0.1667,0.0,0.1667,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,大山 悠輔,阪神,ターノック,広島,6,5,1,0,0,2,0.2,0.1667,0.2,0.3667,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,大山 悠輔,阪神,中西 聖輝,中日,6,5,0,0,0,2,0.0,0.1667,0.0,0.1667,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,大山 悠輔,阪神,尾形 崇斗,DeNA,6,6,2,0,0,2,0.3333,0.3333,0.3333,0.6666,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,大山 悠輔,阪神,岡本 駿,広島,6,5,1,0,1,1,0.2,0.3333,0.4,0.7333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,大山 悠輔,阪神,平良 拳太郎,DeNA,6,6,2,0,0,1,0.3333,0.3333,0.3333,0.6666,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,大山 悠輔,阪神,田中 将大,巨人,6,6,1,0,0,1,0.1667,0.1667,0.1667,0.3334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,大山 悠輔,阪神,金丸 夢斗,中日,6,6,3,0,0,0,0.5,0.5,0.5,1.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,大山 悠輔,阪神,高橋 奎二,ヤクルト,6,6,3,0,0,3,0.5,0.5,0.8333,1.3333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,大山 悠輔,阪神,レイノルズ,DeNA,5,3,1,0,2,0,0.3333,0.6,0.3333,0.9333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,大山 悠輔,阪神,井上 温大,巨人,5,4,1,1,1,0,0.25,0.4,1.0,1.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,大山 悠輔,阪神,則本 昂大,巨人,5,5,2,0,0,0,0.4,0.4,0.4,0.8,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,大山 悠輔,阪神,吉村 貢司郎,ヤクルト,5,5,2,2,0,1,0.4,0.4,1.6,2.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,大山 悠輔,阪神,大野 雄大,中日,5,4,2,1,1,1,0.5,0.6,1.25,1.85,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,大山 悠輔,阪神,奥川 恭伸,ヤクルト,5,5,2,0,0,0,0.4,0.4,0.4,0.8,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,大山 悠輔,阪神,松本 健吾,ヤクルト,5,4,1,0,1,0,0.25,0.4,0.25,0.65,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,大山 悠輔,阪神,森 翔平,広島,5,5,0,0,0,2,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,大山 悠輔,阪神,荘司 宏太,ヤクルト,5,5,0,0,0,1,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,坂倉 将吾,広島,村上 頌樹,阪神,20,19,5,0,1,3,0.2632,0.3,0.2632,0.5632,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,坂倉 将吾,広島,東 克樹,DeNA,18,17,4,1,1,3,0.2353,0.2778,0.4118,0.6896,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,坂倉 将吾,広島,柳 裕也,中日,12,11,4,0,1,1,0.3636,0.4167,0.3636,0.7803,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,坂倉 将吾,広島,吉村 貢司郎,ヤクルト,9,8,1,0,1,3,0.125,0.2222,0.125,0.3472,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,坂倉 将吾,広島,大野 雄大,中日,9,8,4,0,1,0,0.5,0.5556,0.5,1.0556,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,坂倉 将吾,広島,平良 拳太郎,DeNA,9,8,1,0,1,1,0.125,0.2222,0.125,0.3472,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,坂倉 将吾,広島,髙橋 宏斗,中日,9,8,2,0,1,2,0.25,0.3333,0.5,0.8333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,坂倉 将吾,広島,大竹 耕太郎,阪神,7,7,2,0,0,0,0.2857,0.2857,0.2857,0.5714,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,坂倉 将吾,広島,松本 健吾,ヤクルト,7,5,0,0,2,1,0.0,0.2857,0.0,0.2857,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,坂倉 将吾,広島,井上 温大,巨人,6,6,1,0,0,1,0.1667,0.1667,0.1667,0.3334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,坂倉 将吾,広島,則本 昂大,巨人,6,6,2,1,0,2,0.3333,0.3333,1.0,1.3333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,坂倉 将吾,広島,奥川 恭伸,ヤクルト,6,6,2,0,0,2,0.3333,0.3333,0.5,0.8333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,坂倉 将吾,広島,山﨑 伊織,巨人,6,6,2,0,0,0,0.3333,0.3333,0.3333,0.6666,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,坂倉 将吾,広島,戸郷 翔征,巨人,6,4,2,1,2,0,0.5,0.6667,1.5,2.1667,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,坂倉 将吾,広島,才木 浩人,阪神,6,5,1,0,1,1,0.2,0.3333,0.4,0.7333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,坂倉 将吾,広島,金丸 夢斗,中日,6,5,0,0,1,2,0.0,0.1667,0.0,0.1667,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,坂倉 将吾,広島,高梨 裕稔,ヤクルト,6,6,3,1,0,1,0.5,0.5,1.1667,1.6667,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,坂倉 将吾,広島,髙橋 遥人,阪神,6,6,1,0,0,1,0.1667,0.1667,0.1667,0.3334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,坂倉 将吾,広島,ウィットリー,巨人,5,5,0,0,0,2,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,坂倉 将吾,広島,マラー,中日,5,4,1,0,1,0,0.25,0.4,0.25,0.65,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,坂倉 将吾,広島,レイノルズ,DeNA,5,5,1,0,0,2,0.2,0.2,0.4,0.6,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,坂倉 将吾,広島,清水 昇,ヤクルト,5,5,2,0,0,0,0.4,0.4,0.6,1.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,坂倉 将吾,広島,石田 裕太郎,DeNA,5,3,1,0,1,0,0.3333,0.4,0.3333,0.7333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,坂倉 将吾,広島,竹田 祐,DeNA,5,5,2,1,0,1,0.4,0.4,1.0,1.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,源田 壮亮,西武,エスピノーザ,オリックス,8,7,2,0,1,0,0.2857,0.375,0.2857,0.6607,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,源田 壮亮,西武,田中 晴也,ロッテ,8,7,3,0,1,1,0.4286,0.5,0.4286,0.9286,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,源田 壮亮,西武,北山 亘基,日本ハム,7,3,1,0,2,0,0.3333,0.5,0.3333,0.8333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,源田 壮亮,西武,大関 友久,ソフトバンク,7,6,0,0,0,1,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,源田 壮亮,西武,早川 隆久,楽天,6,4,2,0,0,0,0.5,0.5,0.75,1.25,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,源田 壮亮,西武,ジェリー,オリックス,5,5,1,0,0,1,0.2,0.2,0.2,0.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,源田 壮亮,西武,伊藤 大海,日本ハム,5,5,2,0,0,1,0.4,0.4,0.4,0.8,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,石井 一成,西武,伊藤 大海,日本ハム,12,11,3,0,1,1,0.2727,0.3333,0.3636,0.6969,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,石井 一成,西武,エスピノーザ,オリックス,9,9,3,0,0,3,0.3333,0.3333,0.3333,0.6666,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,石井 一成,西武,毛利 海大,ロッテ,9,9,3,0,0,3,0.3333,0.3333,0.4444,0.7777,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,石井 一成,西武,松本 晴,ソフトバンク,8,7,1,1,1,4,0.1429,0.25,0.5714,0.8214,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,石井 一成,西武,瀧中 瞭太,楽天,7,7,2,0,0,2,0.2857,0.2857,0.5714,0.8571,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,石井 一成,西武,ウレーニャ,楽天,6,6,1,0,0,1,0.1667,0.1667,0.1667,0.3334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,石井 一成,西武,大津 亮介,ソフトバンク,6,6,1,1,0,1,0.1667,0.1667,0.6667,0.8334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,石井 一成,西武,岸 孝之,楽天,6,6,1,0,0,1,0.1667,0.1667,0.1667,0.3334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,石井 一成,西武,田中 晴也,ロッテ,6,6,1,1,0,1,0.1667,0.1667,0.6667,0.8334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,石井 一成,西武,荘司 康誠,楽天,6,5,3,1,1,2,0.6,0.6667,1.4,2.0667,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,石井 一成,西武,山﨑 福也,日本ハム,5,5,2,0,0,0,0.4,0.4,0.4,0.8,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,石井 一成,西武,髙島 泰都,オリックス,5,5,1,0,0,0,0.2,0.2,0.2,0.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,三森 大貴,DeNA,井上 温大,巨人,11,11,5,0,0,1,0.4545,0.4545,0.4545,0.909,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,三森 大貴,DeNA,才木 浩人,阪神,6,5,2,0,1,1,0.4,0.5,0.4,0.9,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,三森 大貴,DeNA,金丸 夢斗,中日,6,6,1,0,0,2,0.1667,0.1667,0.1667,0.3334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,三森 大貴,DeNA,ターノック,広島,5,5,3,0,0,1,0.6,0.6,0.6,1.2,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,福永 奨,オリックス,ジャクソン,ロッテ,5,4,0,0,1,1,0.0,0.2,0.0,0.2,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,丸山 和郁,ヤクルト,髙橋 宏斗,中日,9,9,2,0,0,0,0.2222,0.2222,0.2222,0.4444,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,丸山 和郁,ヤクルト,才木 浩人,阪神,8,8,5,1,0,2,0.625,0.625,1.125,1.75,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,丸山 和郁,ヤクルト,岡本 駿,広島,5,5,2,0,0,0,0.4,0.4,0.4,0.8,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,丸山 和郁,ヤクルト,西 勇輝,阪神,5,5,3,0,0,0,0.6,0.6,1.0,1.6,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,杉澤 龍,オリックス,上沢 直之,ソフトバンク,7,7,2,1,0,3,0.2857,0.2857,0.7143,1.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,杉澤 龍,オリックス,有原 航平,日本ハム,7,7,4,0,0,0,0.5714,0.5714,0.7143,1.2857,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,杉澤 龍,オリックス,ジャクソン,ロッテ,6,5,2,0,0,1,0.4,0.5,0.4,0.9,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,林 安可,西武,ウレーニャ,楽天,8,7,4,0,0,0,0.5714,0.625,0.7143,1.3393,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
