シーズン,集計基準日,打者名,打者球団,投手名,投手球団,対戦打席,対戦打数,安打,本塁打,四球,三振,打率,出塁率,長打率,OPS,サンプル不足フラグ,データの説明
2026,2026-08-09,寺地 隆成,ロッテ,平良 海馬,西武,8,8,2,0,0,0,0.25,0.25,0.375,0.625,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,寺地 隆成,ロッテ,細野 晴希,日本ハム,8,8,0,0,0,4,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,寺地 隆成,ロッテ,髙島 泰都,オリックス,8,7,1,0,1,1,0.1429,0.25,0.1429,0.3929,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,寺地 隆成,ロッテ,田嶋 大樹,オリックス,7,7,0,0,0,1,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,寺地 隆成,ロッテ,エスピノーザ,オリックス,6,4,2,0,2,0,0.5,0.6667,0.5,1.1667,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,寺地 隆成,ロッテ,加藤 貴之,日本ハム,6,6,1,0,0,0,0.1667,0.1667,0.1667,0.3334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,寺地 隆成,ロッテ,早川 隆久,楽天,6,5,0,0,1,2,0.0,0.1667,0.0,0.1667,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,寺地 隆成,ロッテ,曽谷 龍平,オリックス,6,6,2,0,0,1,0.3333,0.3333,0.3333,0.6666,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,寺地 隆成,ロッテ,渡邉 勇太朗,西武,6,5,2,0,1,1,0.4,0.5,0.4,0.9,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,寺地 隆成,ロッテ,スチュワート・ジュニア,ソフトバンク,5,3,1,0,1,0,0.3333,0.4,0.3333,0.7333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,寺地 隆成,ロッテ,大津 亮介,ソフトバンク,5,5,1,0,0,1,0.2,0.2,0.4,0.6,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,寺地 隆成,ロッテ,松本 晴,ソフトバンク,5,4,1,0,1,1,0.25,0.4,0.25,0.65,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,寺地 隆成,ロッテ,荘司 康誠,楽天,5,5,2,1,0,2,0.4,0.4,1.0,1.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,寺地 隆成,ロッテ,藤井 聖,楽天,5,5,0,0,0,2,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,立石 正広,阪神,竹丸 和幸,巨人,6,6,2,1,0,1,0.3333,0.3333,0.8333,1.1666,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,滝澤 夏央,西武,毛利 海大,ロッテ,14,14,3,0,0,0,0.2143,0.2143,0.2143,0.4286,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,滝澤 夏央,西武,伊藤 大海,日本ハム,12,11,5,0,1,1,0.4545,0.5,0.5455,1.0455,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,滝澤 夏央,西武,髙島 泰都,オリックス,11,10,3,0,1,2,0.3,0.3636,0.3,0.6636,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,滝澤 夏央,西武,大津 亮介,ソフトバンク,10,9,1,0,1,2,0.1111,0.2,0.1111,0.3111,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,滝澤 夏央,西武,前田 悠伍,ソフトバンク,9,9,1,0,0,2,0.1111,0.1111,0.1111,0.2222,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,滝澤 夏央,西武,荘司 康誠,楽天,9,7,1,0,1,1,0.1429,0.25,0.1429,0.3929,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,滝澤 夏央,西武,ウレーニャ,楽天,7,7,1,0,0,0,0.1429,0.1429,0.1429,0.2858,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,滝澤 夏央,西武,ジャクソン,ロッテ,7,5,1,0,2,1,0.2,0.4286,0.2,0.6286,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,滝澤 夏央,西武,北山 亘基,日本ハム,7,4,1,0,1,0,0.25,0.4,0.25,0.65,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,滝澤 夏央,西武,達 孝太,日本ハム,7,7,1,0,0,1,0.1429,0.1429,0.1429,0.2858,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,滝澤 夏央,西武,エスピノーザ,オリックス,6,5,0,0,1,0,0.0,0.1667,0.0,0.1667,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,滝澤 夏央,西武,ジェリー,オリックス,6,6,2,0,0,1,0.3333,0.3333,0.3333,0.6666,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,滝澤 夏央,西武,上茶谷 大河,ソフトバンク,6,6,1,0,0,0,0.1667,0.1667,0.1667,0.3334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,滝澤 夏央,西武,山﨑 福也,日本ハム,6,6,3,0,0,0,0.5,0.5,0.5,1.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,滝澤 夏央,西武,早川 隆久,楽天,6,5,0,0,0,2,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,滝澤 夏央,西武,福島 蓮,日本ハム,6,6,2,0,0,2,0.3333,0.3333,0.3333,0.6666,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,滝澤 夏央,西武,大関 友久,ソフトバンク,5,4,3,0,1,1,0.75,0.8,0.75,1.55,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,滝澤 夏央,西武,小島 和哉,ロッテ,5,3,0,0,1,0,0.0,0.25,0.0,0.25,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,滝澤 夏央,西武,尾形 崇斗,DeNA,5,5,2,0,0,1,0.4,0.4,0.4,0.8,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,池田 来翔,ロッテ,武内 夏暉,西武,6,6,0,0,0,2,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,池田 来翔,ロッテ,田嶋 大樹,オリックス,5,5,3,0,0,1,0.6,0.6,0.8,1.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,正木 智也,ソフトバンク,早川 隆久,楽天,10,9,4,2,1,2,0.4444,0.5,1.1111,1.6111,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,正木 智也,ソフトバンク,武内 夏暉,西武,10,9,4,1,1,3,0.4444,0.5,0.8889,1.3889,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,正木 智也,ソフトバンク,古謝 樹,楽天,9,8,1,0,1,3,0.125,0.2222,0.125,0.3472,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,正木 智也,ソフトバンク,北山 亘基,日本ハム,8,6,5,1,2,1,0.8333,0.875,1.5,2.375,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,正木 智也,ソフトバンク,ロング,ロッテ,7,7,1,0,0,1,0.1429,0.1429,0.1429,0.2858,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,正木 智也,ソフトバンク,九里 亜蓮,オリックス,7,6,2,0,1,2,0.3333,0.4286,0.3333,0.7619,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,正木 智也,ソフトバンク,伊藤 大海,日本ハム,7,5,1,0,2,0,0.2,0.4286,0.2,0.6286,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,正木 智也,ソフトバンク,廣池 康志郎,ロッテ,7,7,3,0,0,0,0.4286,0.4286,0.5714,1.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,正木 智也,ソフトバンク,髙橋 光成,西武,7,6,0,0,0,3,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,正木 智也,ソフトバンク,エスピノーザ,オリックス,6,6,2,0,0,1,0.3333,0.3333,0.3333,0.6666,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,正木 智也,ソフトバンク,達 孝太,日本ハム,6,6,1,0,0,2,0.1667,0.1667,0.1667,0.3334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,正木 智也,ソフトバンク,ジェリー,オリックス,5,4,0,0,0,1,0.0,0.2,0.0,0.2,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,正木 智也,ソフトバンク,細野 晴希,日本ハム,5,4,0,0,1,1,0.0,0.2,0.0,0.2,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,YG安田,楽天,大津 亮介,ソフトバンク,11,11,3,0,0,2,0.2727,0.2727,0.2727,0.5454,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,YG安田,楽天,九里 亜蓮,オリックス,8,8,3,0,0,2,0.375,0.375,0.625,1.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,YG安田,楽天,加藤 貴之,日本ハム,6,6,2,1,0,1,0.3333,0.3333,1.0,1.3333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,YG安田,楽天,ジェリー,オリックス,5,5,0,0,0,1,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,渡部 遼人,オリックス,ジャクソン,ロッテ,15,13,2,1,1,1,0.1538,0.2143,0.3846,0.5989,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,渡部 遼人,オリックス,北山 亘基,日本ハム,13,13,2,0,0,3,0.1538,0.1538,0.1538,0.3076,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,渡部 遼人,オリックス,上沢 直之,ソフトバンク,9,9,0,0,0,5,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,渡部 遼人,オリックス,有原 航平,日本ハム,8,6,2,0,2,0,0.3333,0.5,0.3333,0.8333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,渡部 遼人,オリックス,松本 晴,ソフトバンク,7,4,0,0,1,3,0.0,0.2,0.0,0.2,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,渡部 遼人,オリックス,加藤 貴之,日本ハム,6,5,2,0,0,0,0.4,0.4,0.4,0.8,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,渡部 遼人,オリックス,隅田 知一郎,西武,6,5,0,0,1,2,0.0,0.1667,0.0,0.1667,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,渡部 遼人,オリックス,髙橋 光成,西武,5,4,2,0,0,1,0.5,0.5,0.5,1.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,福永 裕基,中日,髙橋 遥人,阪神,11,11,3,0,0,2,0.2727,0.2727,0.2727,0.5454,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,福永 裕基,中日,山野 太一,ヤクルト,9,9,4,1,0,2,0.4444,0.4444,0.7778,1.2222,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,福永 裕基,中日,ウィットリー,巨人,8,6,0,0,2,1,0.0,0.25,0.0,0.25,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,福永 裕基,中日,伊原 陵人,阪神,8,8,5,0,0,0,0.625,0.625,0.75,1.375,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,福永 裕基,中日,村上 頌樹,阪神,7,6,2,0,1,1,0.3333,0.4286,0.3333,0.7619,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,福永 裕基,中日,吉村 貢司郎,ヤクルト,6,6,2,0,0,1,0.3333,0.3333,0.5,0.8333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,福永 裕基,中日,床田 寛樹,広島,6,6,1,0,0,1,0.1667,0.1667,0.3333,0.5,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,福永 裕基,中日,東 克樹,DeNA,6,6,0,0,0,2,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,福永 裕基,中日,栗林 良吏,広島,6,6,0,0,0,0,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,福永 裕基,中日,田中 将大,巨人,6,6,2,0,0,0,0.3333,0.3333,0.3333,0.6666,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,福永 裕基,中日,ドリス,阪神,5,5,1,0,0,2,0.2,0.2,0.2,0.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,鵜飼 航丞,中日,竹丸 和幸,巨人,8,7,1,0,1,3,0.1429,0.25,0.1429,0.3929,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,鵜飼 航丞,中日,奥川 恭伸,ヤクルト,7,7,1,0,0,0,0.1429,0.1429,0.1429,0.2858,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,鵜飼 航丞,中日,井上 温大,巨人,6,6,0,0,0,2,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,鵜飼 航丞,中日,東 克樹,DeNA,6,6,0,0,0,2,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,鵜飼 航丞,中日,松本 健吾,ヤクルト,6,6,0,0,0,4,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,鵜飼 航丞,中日,島田 舜也,DeNA,5,5,2,0,0,2,0.4,0.4,0.4,0.8,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,山本 恵大,ソフトバンク,エスピノーザ,オリックス,6,6,2,1,0,1,0.3333,0.3333,0.8333,1.1666,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,山本 恵大,ソフトバンク,渡邉 勇太朗,西武,6,6,1,0,0,1,0.1667,0.1667,0.1667,0.3334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,岩田 幸宏,ヤクルト,髙橋 宏斗,中日,12,11,4,0,0,1,0.3636,0.3636,0.4545,0.8181,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,岩田 幸宏,ヤクルト,岡本 駿,広島,10,9,4,0,1,2,0.4444,0.5,0.5556,1.0556,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,岩田 幸宏,ヤクルト,才木 浩人,阪神,10,10,2,0,0,1,0.2,0.2,0.2,0.4,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,岩田 幸宏,ヤクルト,マタ,巨人,8,7,2,0,0,1,0.2857,0.375,0.2857,0.6607,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,岩田 幸宏,ヤクルト,柳 裕也,中日,8,7,1,0,1,2,0.1429,0.25,0.2857,0.5357,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,岩田 幸宏,ヤクルト,石田 裕太郎,DeNA,8,8,2,0,0,1,0.25,0.25,0.375,0.625,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,岩田 幸宏,ヤクルト,森下 暢仁,広島,7,6,2,0,0,0,0.3333,0.4286,0.5,0.9286,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,岩田 幸宏,ヤクルト,下村 海翔,阪神,6,6,2,0,0,0,0.3333,0.3333,0.3333,0.6666,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,岩田 幸宏,ヤクルト,入江 大生,DeNA,6,4,2,0,2,1,0.5,0.6667,0.5,1.1667,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,岩田 幸宏,ヤクルト,工藤 泰成,阪神,6,6,0,0,0,1,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,岩田 幸宏,ヤクルト,戸郷 翔征,巨人,6,6,1,0,0,2,0.1667,0.1667,0.3333,0.5,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,岩田 幸宏,ヤクルト,金丸 夢斗,中日,6,6,3,0,0,0,0.5,0.5,0.5,1.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,岩田 幸宏,ヤクルト,中川 虎大,DeNA,5,5,1,0,0,2,0.2,0.2,0.2,0.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,岩田 幸宏,ヤクルト,井上 温大,巨人,5,4,1,0,1,0,0.25,0.4,0.25,0.65,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,岩田 幸宏,ヤクルト,伊藤 将司,阪神,5,5,0,0,0,0,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,岩田 幸宏,ヤクルト,尾形 崇斗,DeNA,5,5,0,0,0,2,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,岩田 幸宏,ヤクルト,森浦 大輔,広島,5,5,1,0,0,1,0.2,0.2,0.2,0.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,岩田 幸宏,ヤクルト,竹丸 和幸,巨人,5,5,3,0,0,2,0.6,0.6,0.6,1.2,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,岩田 幸宏,ヤクルト,赤星 優志,巨人,5,5,2,0,0,2,0.4,0.4,0.4,0.8,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,岩田 幸宏,ヤクルト,鈴木 健矢,広島,5,5,2,0,0,0,0.4,0.4,0.6,1.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,野村 勇,ソフトバンク,田中 晴也,ロッテ,5,5,1,0,0,3,0.2,0.2,0.2,0.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,石伊 雄太,中日,東 克樹,DeNA,13,12,3,0,1,3,0.25,0.3077,0.25,0.5577,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,石伊 雄太,中日,ウィットリー,巨人,11,9,1,0,2,4,0.1111,0.2727,0.1111,0.3838,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,石伊 雄太,中日,奥川 恭伸,ヤクルト,8,8,1,0,0,1,0.125,0.125,0.25,0.375,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,石伊 雄太,中日,森下 暢仁,広島,8,8,3,0,0,2,0.375,0.375,0.5,0.875,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,石伊 雄太,中日,床田 寛樹,広島,7,6,3,0,1,1,0.5,0.5714,0.8333,1.4047,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,石伊 雄太,中日,栗林 良吏,広島,7,6,2,0,1,2,0.3333,0.4286,0.3333,0.7619,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,石伊 雄太,中日,井上 温大,巨人,6,6,1,0,0,4,0.1667,0.1667,0.1667,0.3334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,石伊 雄太,中日,竹丸 和幸,巨人,6,6,3,1,0,1,0.5,0.5,1.1667,1.6667,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,石伊 雄太,中日,ターノック,広島,5,5,1,0,0,2,0.2,0.2,0.2,0.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,石伊 雄太,中日,吉村 貢司郎,ヤクルト,5,5,2,0,0,1,0.4,0.4,0.4,0.8,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,石伊 雄太,中日,島田 舜也,DeNA,5,5,0,0,0,1,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,平良 竜哉,楽天,小島 和哉,ロッテ,11,11,0,0,0,4,0.0,0.0,0.0,0.0,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,平良 竜哉,楽天,前田 悠伍,ソフトバンク,8,7,2,2,1,0,0.2857,0.375,1.1429,1.5179,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,平良 竜哉,楽天,エスピノーザ,オリックス,6,5,3,0,1,1,0.6,0.6667,0.6,1.2667,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,平良 竜哉,楽天,伊藤 大海,日本ハム,6,5,1,1,0,2,0.2,0.2,0.8,1.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,平良 竜哉,楽天,細野 晴希,日本ハム,6,6,1,1,0,2,0.1667,0.1667,0.6667,0.8334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,平良 竜哉,楽天,加藤 貴之,日本ハム,5,5,0,0,0,1,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,平良 竜哉,楽天,福島 蓮,日本ハム,5,5,3,1,0,0,0.6,0.6,1.2,1.8,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐々木 俊輔,巨人,奥川 恭伸,ヤクルト,13,12,5,1,1,1,0.4167,0.4615,0.8333,1.2948,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐々木 俊輔,巨人,才木 浩人,阪神,10,10,2,0,0,4,0.2,0.2,0.3,0.5,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐々木 俊輔,巨人,石田 裕太郎,DeNA,9,8,2,0,0,0,0.25,0.25,0.375,0.625,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐々木 俊輔,巨人,平良 拳太郎,DeNA,7,7,2,1,0,1,0.2857,0.2857,0.8571,1.1428,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐々木 俊輔,巨人,床田 寛樹,広島,7,6,1,0,1,2,0.1667,0.2857,0.3333,0.619,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐々木 俊輔,巨人,村上 頌樹,阪神,7,7,0,0,0,2,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐々木 俊輔,巨人,篠木 健太郎,DeNA,6,6,4,1,0,0,0.6667,0.6667,1.1667,1.8334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐々木 俊輔,巨人,ウォルターズ,ヤクルト,5,5,3,0,0,2,0.6,0.6,0.6,1.2,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐々木 俊輔,巨人,増居 翔太,ヤクルト,5,3,0,0,2,2,0.0,0.4,0.0,0.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐々木 俊輔,巨人,大野 雄大,中日,5,5,0,0,0,1,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,佐々木 俊輔,巨人,森下 暢仁,広島,5,5,1,0,0,0,0.2,0.2,0.4,0.6,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,矢澤 宏太,日本ハム,上沢 直之,ソフトバンク,6,6,1,1,0,2,0.1667,0.1667,0.6667,0.8334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,矢澤 宏太,日本ハム,九里 亜蓮,オリックス,6,6,0,0,0,0,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,矢澤 宏太,日本ハム,木村 優人,ロッテ,5,5,1,1,0,1,0.2,0.2,0.8,1.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-09,矢澤 宏太,日本ハム,西野 勇士,ロッテ,5,5,0,0,0,1,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
