シーズン,集計基準日,選手名,球団,背番号,投手役割,登板数,投球回,打者数,勝,敗,セーブ,ホールド,防御率,FIP,WHIP,奪三振率,与四球率,W-Impact,直近5登板W-Impact,一軍登録日数,サンプル不足フラグ,データの説明
2026,2026-09-08,日當 直喜,楽天,54,中継ぎ,5,6,28,0,0,0,0,3.0,4.6,1.67,6.0,3.0,95.4,99.8,37,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,江原 雅裕,楽天,40,中継ぎ,4,6,29,0,0,0,0,7.5,2.1,2.17,12.0,6.0,99.4,105.0,25,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,西口 直人,楽天,62,中継ぎ,4,3.2,13,0,0,0,1,0.0,0.04,0.55,12.27,0.0,111.6,118.0,13,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,伊藤 樹,楽天,20,先発,3,13,59,2,0,0,0,3.46,2.85,1.62,9.0,6.23,101.0,105.4,12,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,甲斐野 央,西武,34,抑え,50,47.2,190,2,2,19,20,1.89,3.25,1.22,9.44,5.29,93.3,88.1,165,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,篠原 響,西武,52,中継ぎ,38,36.2,154,2,2,1,26,1.72,2.39,1.2,9.57,3.93,122.7,113.2,154,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,岩城 颯空,西武,20,抑え,31,30.2,130,2,1,18,2,3.52,5.18,1.34,9.1,4.4,78.4,106.6,114,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,佐藤 隼輔,西武,19,中継ぎ,30,25.1,109,4,1,1,8,4.26,1.7,1.22,8.53,2.13,116.2,115.6,101,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,黒田 将矢,西武,57,中継ぎ,29,24.1,111,2,0,0,6,4.07,3.88,1.56,7.03,4.44,99.6,84.3,128,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,ウィンゲンター,西武,45,中継ぎ,25,23,94,0,1,0,24,1.57,2.29,1.13,10.57,3.91,123.4,103.2,,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,豆田 泰志,西武,70,中継ぎ,25,31.1,128,1,0,2,3,1.72,2.16,1.18,7.47,3.16,116.2,109.4,137,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,浜屋 将太,西武,90,中継ぎ,21,17,78,0,1,0,4,2.12,3.53,1.82,6.88,6.88,104.0,96.5,100,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,隅田 知一郎,西武,16,先発,21,151,580,9,7,0,0,2.21,2.19,0.95,8.05,1.25,121.7,125.7,150,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,平良 海馬,西武,61,先発,20,124,492,10,4,0,0,1.45,2.38,1.02,8.49,3.05,122.1,113.1,133,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,武内 夏暉,西武,21,先発,20,129.2,504,11,6,0,0,2.71,2.71,1.03,6.94,1.6,112.9,114.2,149,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,髙橋 光成,西武,13,先発,20,127.1,510,9,6,0,0,2.69,3.39,1.1,7.35,3.18,105.9,102.5,147,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,渡邉 勇太朗,西武,12,先発,19,123.1,504,5,7,0,0,3.58,3.14,1.16,7.01,2.63,105.9,100.4,120,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,中村 祐太,西武,58,中継ぎ,18,22.2,85,1,1,0,2,2.38,3.3,0.75,10.32,1.19,109.0,100.4,83,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,森脇 亮介,西武,28,中継ぎ,18,16,68,1,1,0,6,2.25,2.33,1.25,6.19,2.81,109.9,107.1,67,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,上田 大河,西武,11,中継ぎ,14,19.1,84,2,1,0,1,3.72,4.06,1.29,7.45,2.79,99.5,90.6,81,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,黒木 優太,西武,54,中継ぎ,10,9,33,1,0,0,2,1.0,1.55,0.78,10.0,3.0,113.5,111.4,31,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,糸川 亮太,西武,23,中継ぎ,9,11.2,50,0,1,0,2,6.17,6.97,1.37,4.63,2.31,80.5,96.2,39,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,E.ラミレス,西武,56,中継ぎ,8,9,39,2,1,0,1,6.0,7.33,1.11,5.0,3.0,81.8,80.0,,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,ワイナンス,西武,30,先発,8,43.1,187,2,4,0,0,5.19,4.2,1.36,8.52,3.95,91.7,99.0,,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,羽田 慎之介,西武,43,中継ぎ,8,8.1,45,1,1,0,1,7.56,4.69,2.4,10.8,10.8,94.8,98.8,32,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,佐藤 爽,西武,75,先発,7,38,151,1,1,0,0,3.79,4.16,1.11,5.68,2.37,87.2,87.3,37,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,山田 陽翔,西武,36,中継ぎ,7,6.1,29,0,0,0,1,4.26,3.72,1.58,8.53,7.11,99.3,103.2,22,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,菅井 信也,西武,71,先発,7,38.1,160,2,2,0,0,3.05,3.74,1.23,4.7,3.52,93.3,93.2,39,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,松本 航,西武,17,中継ぎ,5,5.1,23,0,0,1,0,8.44,4.46,1.31,8.44,3.38,95.7,101.5,24,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,工藤 泰成,阪神,49,抑え,46,48.2,193,3,0,9,10,1.11,1.3,1.01,10.73,2.4,110.2,103.3,155,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,ドリス,阪神,98,抑え,44,42,172,2,3,19,16,1.71,1.84,1.17,10.93,3.43,106.2,118.1,,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,岩崎 優,阪神,13,抑え,40,37.1,150,3,3,11,14,2.65,2.85,1.18,7.71,2.89,89.3,100.2,165,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,及川 雅貴,阪神,37,中継ぎ,38,35.2,147,2,1,0,6,3.53,4.28,1.15,5.8,2.27,91.5,114.2,126,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,木下 里都,阪神,54,中継ぎ,35,39.2,166,4,1,0,12,1.59,2.79,1.24,8.85,3.63,116.5,111.7,121,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,湯浅 京己,阪神,65,中継ぎ,25,24.1,96,3,0,0,2,3.33,3.48,1.27,7.4,3.7,100.3,95.0,94,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,村上 頌樹,阪神,41,先発,23,158.1,618,10,7,0,0,1.93,2.84,0.95,7.45,1.65,114.0,113.6,165,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,桐敷 拓馬,阪神,47,中継ぎ,23,20,94,1,2,1,7,5.4,4.57,1.4,5.4,2.7,87.5,106.5,96,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,才木 浩人,阪神,35,先発,21,130,522,8,5,0,0,2.63,2.28,1.0,10.73,1.8,123.0,114.4,145,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,モレッタ,阪神,99,中継ぎ,19,16,70,2,2,0,5,6.19,4.2,1.31,12.38,3.94,96.5,111.1,,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,髙橋 遥人,阪神,29,先発,19,132.2,512,13,2,0,0,1.9,2.13,0.88,8.34,1.09,124.6,101.3,126,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,大竹 耕太郎,阪神,21,先発,16,88.2,357,5,9,0,0,3.05,3.26,1.17,5.08,1.62,97.0,91.4,98,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,セベリーノ,阪神,97,中継ぎ,13,14.1,56,0,0,0,0,3.77,3.1,1.05,7.53,2.51,100.5,104.9,,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,石黒 佑弥,阪神,63,中継ぎ,13,17.2,80,0,0,0,0,4.58,3.44,1.42,10.7,3.57,100.3,101.8,80,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,畠 世周,阪神,36,中継ぎ,11,10.2,39,0,1,0,3,2.53,3.85,0.84,5.91,2.53,97.8,112.0,40,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,神宮 僚介,阪神,95,中継ぎ,11,11.2,47,0,0,0,1,1.54,2.73,0.77,10.03,2.31,107.8,99.7,53,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,門別 啓人,阪神,30,中継ぎ,11,19,86,1,1,0,1,4.74,4.14,1.47,5.21,2.84,90.5,100.9,59,いいえ,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,伊藤 将司,阪神,27,先発,9,46,188,2,2,0,0,2.54,3.56,1.13,6.85,2.15,96.0,102.0,79,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,早川 太貴,阪神,51,中継ぎ,9,13.2,70,0,2,0,1,9.22,5.23,1.98,9.88,4.61,86.6,82.2,41,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,津田 淳哉,阪神,66,中継ぎ,9,10.1,45,0,0,0,0,4.35,4.27,1.55,6.97,4.35,91.7,90.8,55,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,伊原 陵人,阪神,18,先発,8,36,158,4,2,0,0,3.25,3.88,1.33,8.5,3.75,92.2,103.3,47,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,西 勇輝,阪神,16,先発,8,38.1,164,3,4,0,0,3.29,4.28,1.3,5.17,2.82,88.7,92.6,44,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,下村 海翔,阪神,19,先発,7,34.2,151,1,2,0,0,3.63,3.22,1.27,8.57,1.04,98.3,105.5,26,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,岡留 英貴,阪神,64,中継ぎ,5,5.1,20,0,0,0,1,0.0,0.94,1.12,13.5,3.38,112.5,121.8,12,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,ルーカス,阪神,42,先発,4,19.2,86,1,2,0,0,4.58,3.99,1.53,7.78,2.75,87.5,92.4,,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,椎葉 剛,阪神,26,中継ぎ,4,7,34,0,0,0,0,6.43,9.39,1.86,5.14,6.43,70.3,78.4,36,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,今朝丸 裕喜,阪神,28,中継ぎ,3,8,36,0,1,0,0,5.62,4.82,1.5,3.38,2.25,84.9,90.5,28,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
2026,2026-09-08,茨木 秀俊,阪神,48,先発,3,12.2,63,1,0,0,0,6.39,5.19,2.05,7.11,5.68,82.9,87.4,15,はい,シーズン累計の投手成績。直近値は登板した直近5試合。
