シーズン,集計基準日,選手名,球団,背番号,守備位置,一軍登録状況,一軍登録日数,直近登録日,直近抹消日,データの説明
2026,2026-08-09,和田 康士朗,ロッテ,63,外,登録外,115,2026-07-18,2026-07-19,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,大聖,ロッテ,60,投,登録外,6,2026-07-15,2026-07-16,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,寺地 隆成,ロッテ,65,捕,登録外,110,2026-08-02,2026-08-03,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,廣池 康志郎,ロッテ,64,投,登録外,114,2026-08-07,2026-08-08,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,毛利 海大,ロッテ,13,投,登録外,77,2026-08-05,2026-08-06,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,河村 説人,ロッテ,58,投,登録外,40,2026-07-31,2026-08-01,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,角中 勝也,ロッテ,3,外,登録外,18,2026-07-20,2026-07-21,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｊ．カスティーヨ,ロッテ,11,投,登録外,25,2026-07-15,2026-07-16,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｓ．ロング,ロッテ,73,投,登録外,105,2026-08-01,2026-08-02,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,三浦 瑞樹,中日,69,投,登録中,18,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,伊藤 茉央,中日,32,投,登録中,88,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,加藤 匠馬,中日,49,捕,登録中,116,2026-08-08,2026-07-15,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,吉田 聖弥,中日,47,投,登録中,119,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,土田 龍空,中日,45,内,登録中,107,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,大野 雄大,中日,22,投,登録中,100,2026-08-08,2026-07-19,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,岡林 勇希,中日,1,外,登録中,74,2026-08-08,2026-04-04,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,木下 拓哉,中日,35,捕,登録中,96,2026-08-08,2026-06-05,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,村松 開人,中日,5,内,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,松山 晋也,中日,90,投,登録中,124,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,板山 祐太郎,中日,63,内,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,柳 裕也,中日,17,投,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,樋口 正修,中日,97,内,登録中,34,2026-08-08,2026-04-11,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,橋本 侑樹,中日,13,投,登録中,86,2026-08-08,2026-04-06,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,涌井 秀章,中日,20,投,登録中,34,2026-08-08,2026-07-26,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,石伊 雄太,中日,9,捕,登録中,123,2026-08-08,2026-04-01,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,石川 昂弥,中日,25,内,登録中,94,2026-08-08,2026-04-01,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,福永 裕基,中日,7,内,登録中,114,2026-08-08,2026-05-13,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,細川 成也,中日,55,外,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,草加 勝,中日,14,投,登録中,66,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,藤嶋 健人,中日,54,投,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,金丸 夢斗,中日,21,投,登録中,131,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,阿部 寿樹,中日,48,内,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,高橋 周平,中日,3,内,登録中,129,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,髙橋 宏斗,中日,19,投,登録中,64,2026-08-08,2026-07-21,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,鵜飼 航丞,中日,66,外,登録中,86,2026-08-08,2026-07-06,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,齋藤 綱記,中日,59,投,登録中,126,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ａ．アブレウ,中日,28,投,登録中,53,2026-08-08,2026-03-28,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｊ．ボスラー,中日,24,外,登録中,92,2026-08-08,2026-06-05,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｋ．マラー,中日,93,投,登録中,75,2026-08-08,2026-07-15,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｍ．サノー,中日,23,内,登録中,83,2026-08-08,2026-04-15,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,中西 聖輝,中日,11,投,登録外,34,2026-07-22,2026-07-23,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,尾田 剛樹,中日,00,外,登録外,107,2026-08-05,2026-08-06,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,山本 泰寛,中日,60,内,登録外,84,2026-07-09,2026-07-10,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,松葉 貴大,中日,38,投,登録外,3,2026-07-21,2026-07-22,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,清水 達也,中日,50,投,登録外,16,2026-07-25,2026-07-26,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,牧野 憲伸,中日,68,投,登録外,83,2026-07-19,2026-07-20,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,田中 幹也,中日,2,内,登録外,118,2026-07-21,2026-07-22,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,石橋 康太,中日,58,捕,登録外,25,2026-08-02,2026-08-03,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,辻本 倫太郎,中日,0,内,登録外,53,2026-08-03,2026-08-04,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,中川 皓太,巨人,41,投,登録中,125,2026-08-08,2026-06-29,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,丸 佳浩,巨人,8,外,登録中,117,2026-08-08,2026-04-20,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,井上 温大,巨人,97,投,登録中,100,2026-08-08,2026-07-21,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,代木 大和,巨人,25,投,登録中,19,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,佐々木 俊輔,巨人,44,外,登録中,123,2026-08-08,2026-06-24,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,坂本 勇人,巨人,6,内,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,堀田 賢慎,巨人,91,投,登録中,98,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,増田 大輝,巨人,0,内,登録中,73,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,大城 卓三,巨人,24,捕,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,小林 誠司,巨人,22,捕,登録中,110,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,小濱 佑斗,巨人,33,内,登録中,56,2026-08-08,2026-07-06,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,小笠原 慎之介,巨人,98,投,登録中,21,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,山﨑 伊織,巨人,19,投,登録中,13,2026-08-08,2026-07-22,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,岸田 行倫,巨人,27,捕,登録中,122,2026-08-08,2026-07-21,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,松本 剛,巨人,9,外,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,森田 駿哉,巨人,47,投,登録中,55,2026-08-08,2026-06-22,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,泉 圭輔,巨人,63,投,登録中,41,2026-08-08,2026-04-08,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,泉口 友汰,巨人,35,内,登録中,123,2026-08-08,2026-04-21,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,浦田 俊輔,巨人,32,内,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,田中 瑛斗,巨人,45,投,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,田和 廉,巨人,30,投,登録中,103,2026-08-08,2026-07-16,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,皆川 岳飛,巨人,39,外,登録中,20,2026-08-08,2026-05-01,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,知念 大成,巨人,94,外,登録中,33,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,石塚 裕惺,巨人,23,内,登録中,23,2026-08-08,2026-04-26,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,竹丸 和幸,巨人,21,投,登録中,115,2026-08-08,2026-06-01,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,笹原 操希,巨人,95,外,登録中,42,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,船迫 大雅,巨人,58,投,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,赤星 優志,巨人,31,投,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｂ．ダルベック,巨人,29,内,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｒ．マルティネス,巨人,92,投,登録中,128,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｓ．ハワード,巨人,28,投,登録中,19,2026-08-08,2026-04-05,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,リチャード,巨人,52,内,登録外,16,2026-07-16,2026-07-17,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,則本 昂大,巨人,43,投,登録外,44,2026-07-09,2026-07-10,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,又木 鉄平,巨人,46,投,登録外,31,2026-08-06,2026-08-07,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,吉川 尚輝,巨人,2,内,登録外,55,2026-07-21,2026-07-22,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,大勢,巨人,15,投,登録外,103,2026-07-11,2026-07-12,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,山瀬 慎之助,巨人,67,捕,登録外,38,2026-08-02,2026-08-03,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,山田 龍聖,巨人,64,投,登録外,13,2026-07-12,2026-07-13,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,平内 龍太,巨人,66,投,登録外,15,2026-08-05,2026-08-06,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,西舘 勇陽,巨人,17,投,登録外,33,2026-07-24,2026-07-25,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,門脇 誠,巨人,5,内,登録外,118,2026-07-21,2026-07-22,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,高梨 雄平,巨人,53,投,登録外,79,2026-07-18,2026-07-19,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ａ．バルドナード,巨人,49,投,登録外,4,2026-07-21,2026-07-22,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｂ．マタ,巨人,42,投,登録外,16,2026-07-16,2026-07-17,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｅ．ルシアーノ,巨人,48,投,登録外,28,2026-07-25,2026-07-26,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｆ．ウィットリー,巨人,26,投,登録外,81,2026-07-24,2026-07-25,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｊ．ティマ,巨人,50,外,登録外,19,2026-07-09,2026-07-10,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｔ．キャベッジ,巨人,13,外,登録外,130,2026-08-02,2026-08-03,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,アドゥワ 誠,広島,48,投,登録中,23,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,久保 修,広島,56,外,登録中,21,2026-08-08,2026-07-15,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,佐々木 泰,広島,10,内,登録中,122,2026-08-08,2026-05-05,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,佐藤 啓介,広島,94,内,登録中,93,2026-08-08,2026-05-29,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,勝田 成,広島,0,内,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,名原 典彦,広島,92,外,登録中,80,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,坂倉 将吾,広島,31,捕,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,大盛 穂,広島,59,外,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,小園 海斗,広島,5,内,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,岡本 駿,広島,53,投,登録中,114,2026-08-08,2026-07-22,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,持丸 泰輝,広島,57,捕,登録中,120,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,斉藤 優汰,広島,47,投,登録中,26,2026-08-08,2026-06-17,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,栗林 良吏,広島,20,投,登録中,76,2026-08-08,2026-05-23,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,森 翔平,広島,16,投,登録中,60,2026-08-08,2026-06-11,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,森下 暢仁,広島,18,投,登録中,104,2026-08-08,2026-07-11,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,森浦 大輔,広島,13,投,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,益田 武尚,広島,26,投,登録中,87,2026-08-08,2026-06-20,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,石原 貴規,広島,32,捕,登録中,121,2026-08-08,2026-04-10,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,秋山 翔吾,広島,9,外,登録中,79,2026-08-08,2026-05-11,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,菊地 ハルン,広島,67,投,登録中,36,2026-08-08,2026-05-28,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,菊池 涼介,広島,33,内,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,赤木 晴哉,広島,38,投,登録中,54,2026-08-08,2026-06-08,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,辰見 鴻之介,広島,69,内,登録中,126,2026-08-08,2026-06-23,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,辻 大雅,広島,98,投,登録中,98,2026-08-08,2026-05-18,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,遠藤 淳志,広島,66,投,登録中,113,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,野間 峻祥,広島,37,外,登録中,106,2026-08-08,2026-07-06,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,鈴木 健矢,広島,41,投,登録中,125,2026-08-08,2026-05-29,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,髙 太一,広島,22,投,登録中,123,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,黒原 拓未,広島,24,投,登録中,35,2026-08-08,2026-06-29,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｅ．モンテロ,広島,95,内,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｓ．ファビアン,広島,61,外,登録中,101,2026-08-08,2026-04-24,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,二俣 翔一,広島,99,内,登録外,134,2026-08-06,2026-08-07,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,前川 誠太,広島,93,内,登録外,78,2026-07-29,2026-07-30,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,島内 颯太郎,広島,43,投,登録外,41,2026-07-17,2026-07-18,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,常廣 羽也斗,広島,17,投,登録外,33,2026-07-13,2026-07-14,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,床田 寛樹,広島,19,投,登録外,105,2026-08-04,2026-08-05,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,矢野 雅哉,広島,4,内,登録外,103,2026-07-16,2026-07-17,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｔ．ハーン,広島,68,投,登録外,121,2026-07-24,2026-07-25,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,万波 中正,日本ハム,66,外,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,上原 健太,日本ハム,20,投,登録中,107,2026-08-08,2026-05-21,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,上川畑 大悟,日本ハム,4,内,登録中,35,2026-08-08,2026-05-28,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,五十幡 亮汰,日本ハム,50,外,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,伊藤 大海,日本ハム,17,投,登録中,124,2026-08-08,2026-07-23,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,加藤 貴之,日本ハム,14,投,登録中,106,2026-08-08,2026-06-11,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,北山 亘基,日本ハム,15,投,登録中,118,2026-08-08,2026-07-24,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,吉田 賢吾,日本ハム,60,捕,登録中,67,2026-08-08,2026-07-26,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,堀 瑞輝,日本ハム,34,投,登録中,95,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,奈良間 大己,日本ハム,58,内,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,孫 易磊,日本ハム,96,投,登録中,32,2026-08-08,2026-06-21,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,島本 浩也,日本ハム,40,投,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,常谷 拓輝,日本ハム,95,内,登録中,9,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,有原 航平,日本ハム,74,投,登録中,39,2026-08-08,2026-07-21,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,有薗 直輝,日本ハム,39,内,登録中,18,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,柳川 大晟,日本ハム,47,投,登録中,126,2026-08-08,2026-06-25,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,水野 達稀,日本ハム,43,内,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,清宮 幸太郎,日本ハム,21,内,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,生田目 翼,日本ハム,13,投,登録中,59,2026-08-08,2026-05-24,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,田中 正義,日本ハム,26,投,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,田宮 裕涼,日本ハム,64,捕,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,矢澤 宏太,日本ハム,12,投,登録中,125,2026-08-08,2026-07-03,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,福島 蓮,日本ハム,45,投,登録中,66,2026-08-08,2026-07-13,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,細川 凌平,日本ハム,56,内,登録中,96,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,進藤 勇也,日本ハム,33,捕,登録中,102,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,達 孝太,日本ハム,16,投,登録中,103,2026-08-08,2026-07-17,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,郡司 裕也,日本ハム,3,捕,登録中,117,2026-08-08,2026-06-14,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,野村 佑希,日本ハム,5,内,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,金村 尚真,日本ハム,24,投,登録中,49,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｆ．レイエス,日本ハム,99,外,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｒ．カストロ,日本ハム,6,内,登録中,93,2026-08-08,2026-07-06,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,大塚 瑠晏,日本ハム,49,内,登録外,77,2026-07-15,2026-07-16,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,宮崎 一樹,日本ハム,36,外,登録外,10,2026-07-16,2026-07-17,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,山縣 秀,日本ハム,54,内,登録外,102,2026-08-05,2026-08-06,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,山﨑 福也,日本ハム,18,投,登録外,47,2026-07-26,2026-07-27,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,柴田 獅子,日本ハム,31,投,登録外,15,2026-07-26,2026-07-27,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,水谷 瞬,日本ハム,53,外,登録外,67,2026-07-20,2026-07-21,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,清水 優心,日本ハム,10,捕,登録外,86,2026-08-06,2026-08-07,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,細野 晴希,日本ハム,29,投,登録外,49,2026-08-06,2026-08-07,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,齋藤 友貴哉,日本ハム,48,投,登録外,59,2026-07-12,2026-07-13,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ａ．マルティネス,日本ハム,2,捕,登録外,59,2026-07-12,2026-07-13,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,YG安田,楽天,55,捕,登録中,89,2026-08-08,2026-05-21,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
