シーズン,集計基準日,選手名,球団,背番号,守備位置,一軍登録状況,一軍登録日数,直近登録日,直近抹消日,データの説明
2026,2026-08-09,中島 大輔,楽天,32,外,登録中,125,2026-08-08,2026-06-14,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,中込 陽翔,楽天,26,投,登録中,65,2026-08-08,2026-05-07,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,九谷 瑠,楽天,45,投,登録中,100,2026-08-08,2026-04-02,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,佐藤 直樹,楽天,38,外,登録中,80,2026-08-08,2026-07-02,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,入江 大樹,楽天,63,内,登録中,63,2026-08-08,2026-06-04,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,加治屋 蓮,楽天,41,投,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,古謝 樹,楽天,17,投,登録中,79,2026-08-08,2026-07-13,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,堀内 謙伍,楽天,65,捕,登録中,79,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,太田 光,楽天,2,捕,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,宗山 塁,楽天,1,内,登録中,37,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,小深田 大翔,楽天,0,内,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,平良 竜哉,楽天,48,内,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,早川 隆久,楽天,21,投,登録中,88,2026-08-08,2026-07-11,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,村林 一輝,楽天,6,内,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,柴田 大地,楽天,71,投,登録中,119,2026-08-08,2026-05-04,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,武藤 敦貴,楽天,50,外,登録中,71,2026-08-08,2026-05-04,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,泰 勝利,楽天,59,投,登録中,59,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,津留﨑 大成,楽天,52,投,登録中,99,2026-08-08,2026-06-11,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,渡邊 佳明,楽天,35,内,登録中,126,2026-08-08,2026-04-02,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,瀧中 瞭太,楽天,57,投,登録中,63,2026-08-08,2026-07-15,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,繁永 晟,楽天,30,内,登録中,35,2026-08-08,2026-05-15,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,荘司 康誠,楽天,19,投,登録中,116,2026-08-08,2026-07-08,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,藤平 尚真,楽天,46,投,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,辰己 涼介,楽天,8,外,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,金子 京介,楽天,98,内,登録中,8,2026-08-08,2026-05-25,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,黒川 史陽,楽天,24,内,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｃ．マッカスカー,楽天,34,外,登録中,90,2026-08-08,2026-05-02,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｒ．コントレラス,楽天,15,投,登録中,25,2026-08-08,2026-07-06,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｙ．マルテ,楽天,23,投,登録中,15,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,ワォーターズ,楽天,60,内,登録外,70,2026-07-16,2026-07-17,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,内 星龍,楽天,69,投,登録外,100,2026-07-16,2026-07-17,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,前田 健太,楽天,18,投,登録外,36,2026-07-15,2026-07-16,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,小森 航大郎,楽天,73,内,登録外,33,2026-07-16,2026-07-17,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,岸 孝之,楽天,11,投,登録外,33,2026-08-06,2026-08-07,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,日當 直喜,楽天,54,投,登録外,37,2026-07-22,2026-07-23,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,浅村 栄斗,楽天,3,内,登録外,134,2026-08-06,2026-08-07,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,田中 千晴,楽天,29,投,登録外,53,2026-07-16,2026-07-17,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,藤原 聡大,楽天,13,投,登録外,54,2026-07-20,2026-07-21,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,鈴木 大地,楽天,7,内,登録外,113,2026-07-30,2026-07-31,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｊ．ウレーニャ,楽天,22,投,登録外,62,2026-08-07,2026-08-08,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,中村 剛也,西武,60,内,登録中,2,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,仲田 慶介,西武,00,内,登録中,102,2026-08-08,2026-04-30,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,佐藤 隼輔,西武,19,投,登録中,72,2026-08-08,2026-06-29,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,古賀 悠斗,西武,22,捕,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,小島 大河,西武,10,捕,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,岩城 颯空,西武,20,投,登録中,106,2026-08-08,2026-06-24,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,岸 潤一郎,西武,68,外,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,平沢 大河,西武,39,内,登録中,126,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,平良 海馬,西武,61,投,登録中,104,2026-08-08,2026-07-23,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,林 安可,西武,73,外,登録中,104,2026-08-08,2026-05-29,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,柘植 世那,西武,37,捕,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,森脇 亮介,西武,28,投,登録中,38,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,武内 夏暉,西武,21,投,登録中,120,2026-08-08,2026-05-03,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,渡部 聖弥,西武,8,外,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,源田 壮亮,西武,6,内,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,滝澤 夏央,西武,62,内,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,甲斐野 央,西武,34,投,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,石井 一成,西武,4,内,登録中,111,2026-08-08,2026-04-05,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,篠原 響,西武,52,投,登録中,125,2026-08-08,2026-07-24,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,若林 楽人,西武,49,外,登録中,50,2026-08-08,2026-05-27,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,蛭間 拓哉,西武,9,外,登録中,37,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,豆田 泰志,西武,70,投,登録中,108,2026-08-08,2026-05-01,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,隅田 知一郎,西武,16,投,登録中,121,2026-08-08,2026-07-13,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,髙松 渡,西武,50,内,登録中,17,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,髙橋 光成,西武,13,投,登録中,120,2026-08-08,2026-05-19,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,黒木 優太,西武,54,投,登録中,2,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,黒田 将矢,西武,57,投,登録中,120,2026-08-08,2026-07-22,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ａ．カナリオ,西武,25,外,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｔ．ウィンゲンター,西武,45,投,登録中,61,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｔ．ネビン,西武,26,内,登録中,100,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,上田 大河,西武,11,投,登録外,81,2026-07-23,2026-07-24,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,中村 祐太,西武,58,投,登録外,83,2026-08-05,2026-08-06,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,仲三 優太,西武,55,外,登録外,16,2026-07-28,2026-07-29,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,佐藤 爽,西武,75,投,登録外,30,2026-08-05,2026-08-06,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,外崎 修汰,西武,5,内,登録外,58,2026-08-07,2026-08-08,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,山田 陽翔,西武,36,投,登録外,16,2026-08-06,2026-08-07,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,村田 怜音,西武,99,内,登録外,11,2026-07-22,2026-07-23,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,桑原 将志,西武,7,外,登録外,74,2026-07-11,2026-07-12,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,渡邉 勇太朗,西武,12,投,登録外,105,2026-08-01,2026-08-02,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,西川 愛也,西武,51,外,登録外,112,2026-07-31,2026-08-01,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｅ．ラミレス,西武,56,投,登録外,40,2026-08-02,2026-08-03,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,中野 拓夢,阪神,7,内,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,伊原 陵人,阪神,18,投,登録中,36,2026-08-08,2026-07-26,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,伊藤 将司,阪神,27,投,登録中,50,2026-08-08,2026-07-19,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,伏見 寅威,阪神,17,捕,登録中,114,2026-08-08,2026-06-22,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,佐藤 輝明,阪神,8,内,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,元山 飛優,阪神,00,内,登録中,50,2026-08-08,2026-06-08,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,前川 右京,阪神,58,外,登録中,90,2026-08-08,2026-07-18,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,及川 雅貴,阪神,37,投,登録中,97,2026-08-08,2026-07-13,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,坂本 誠志郎,阪神,12,捕,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,大山 悠輔,阪神,3,内,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,大竹 耕太郎,阪神,21,投,登録中,82,2026-08-08,2026-07-21,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,岩崎 優,阪神,13,投,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,工藤 泰成,阪神,49,投,登録中,126,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,才木 浩人,阪神,35,投,登録中,131,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,木下 里都,阪神,54,投,登録中,92,2026-08-08,2026-04-27,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,村上 頌樹,阪神,41,投,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,梅野 隆太郎,阪神,2,捕,登録中,93,2026-08-08,2026-06-10,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,森下 翔太,阪神,1,外,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,植田 海,阪神,62,内,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,湯浅 京己,阪神,65,投,登録中,79,2026-08-08,2026-06-12,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,熊谷 敬宥,阪神,4,内,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,神宮 僚介,阪神,95,投,登録中,24,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,福島 圭音,阪神,92,外,登録中,118,2026-08-08,2026-05-30,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,立石 正広,阪神,9,内,登録中,51,2026-08-08,2026-06-17,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,近本 光司,阪神,5,外,登録中,61,2026-08-08,2026-04-27,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,門別 啓人,阪神,30,投,登録中,53,2026-08-08,2026-06-13,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,髙寺 望夢,阪神,67,内,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,髙橋 遥人,阪神,29,投,登録中,107,2026-08-08,2026-07-23,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ａ．セベリーノ,阪神,97,投,登録中,26,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｄ．ガルシア,阪神,94,外,登録中,16,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｒ．ドリス,阪神,98,投,登録中,136,2026-08-08,,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,下村 海翔,阪神,19,投,登録外,11,2026-08-02,2026-08-03,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,今朝丸 裕喜,阪神,28,投,登録外,27,2026-07-15,2026-07-16,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,小幡 竜平,阪神,38,内,登録外,109,2026-08-07,2026-08-08,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,岡城 快生,阪神,34,外,登録外,56,2026-07-12,2026-07-13,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,嶋村 麟士朗,阪神,85,捕,登録外,94,2026-07-19,2026-07-20,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,早川 太貴,阪神,51,投,登録外,41,2026-08-05,2026-08-06,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,木浪 聖也,阪神,0,内,登録外,109,2026-07-12,2026-07-13,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,津田 淳哉,阪神,66,投,登録外,49,2026-07-23,2026-07-24,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,濱田 太貴,阪神,32,外,登録外,58,2026-08-01,2026-08-02,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,石黒 佑弥,阪神,63,投,登録外,80,2026-07-17,2026-07-18,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,糸原 健斗,阪神,33,内,登録外,50,2026-08-04,2026-08-05,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
2026,2026-08-09,Ｄ．モレッタ,阪神,99,投,登録外,65,2026-07-28,2026-07-29,NPB出場選手登録の取得済み日を集計。未取得日は登録日数に含めない。
