date,game_id,home,away,stadium,stadium_side,inning,top_bottom,half,batting_team,fielding_team,atbat_index,atbat_no,batter,batter_id,batter_key,bat_hand,pitcher,pitcher_id,pitcher_key,pit_hand,outs,r1,r2,r3,runners_code,risp,pitch_no,balls_before,strikes_before,count_before,pitch_type,speed_kmh,zone_row,zone_col,zone_label,in_zone,pitch_result,pitch_kind,is_swing,is_miss,is_called,is_foul,is_ball,is_inplay,is_last_pitch,ab_result,ab_out_type,ab_hit,ab_rbi
2026-06-28,2021039062,ヤクルト,中日,神宮,away,3,表,3表,中日,ヤクルト,0310100,16,田中 幹也,1750701,p1750701,右打,吉村 貢司郎,2103794,p2103794,右投,1,False,False,False,b000,False,7,2,2,2-2,カットボール,135,1,1,高め・外,True,ファウル,strike,True,False,False,True,False,False,False,右ファウルフライ,,0,0
2026-06-28,2021039062,ヤクルト,中日,神宮,away,3,表,3表,中日,ヤクルト,0310100,16,田中 幹也,1750701,p1750701,右打,吉村 貢司郎,2103794,p2103794,右投,1,False,False,False,b000,False,8,2,2,2-2,ストレート,,3,2,低め・真ん中,True,右邪飛,out,True,False,False,False,False,True,True,右ファウルフライ,,0,0
2026-06-28,2021039062,ヤクルト,中日,神宮,away,3,表,3表,中日,ヤクルト,0310200,17,金丸 夢斗,2108462,p2108462,左打,吉村 貢司郎,2103794,p2103794,右投,2,False,False,False,b000,False,1,0,0,0-0,ストレート,145,0,3,高め・内,False,ボール,ball,False,False,False,False,True,False,False,空振り三振,三振,0,0
2026-06-28,2021039062,ヤクルト,中日,神宮,away,3,表,3表,中日,ヤクルト,0310200,17,金丸 夢斗,2108462,p2108462,左打,吉村 貢司郎,2103794,p2103794,右投,2,False,False,False,b000,False,2,1,0,1-0,ストレート,146,1,2,高め・真ん中,True,見逃し,strike,False,False,True,False,False,False,False,空振り三振,三振,0,0
2026-06-28,2021039062,ヤクルト,中日,神宮,away,3,表,3表,中日,ヤクルト,0310200,17,金丸 夢斗,2108462,p2108462,左打,吉村 貢司郎,2103794,p2103794,右投,2,False,False,False,b000,False,3,1,1,1-1,ストレート,145,3,2,低め・真ん中,True,見逃し,strike,False,False,True,False,False,False,False,空振り三振,三振,0,0
2026-06-28,2021039062,ヤクルト,中日,神宮,away,3,表,3表,中日,ヤクルト,0310200,17,金丸 夢斗,2108462,p2108462,左打,吉村 貢司郎,2103794,p2103794,右投,2,False,False,False,b000,False,4,1,2,1-2,ストレート,150,0,3,高め・内,False,空三振,strike,True,False,False,False,False,True,True,空振り三振,三振,0,0
2026-06-28,2021039062,ヤクルト,中日,神宮,away,3,表,3表,中日,ヤクルト,0310300,18,岡林 勇希,1900041,p1900041,左打,吉村 貢司郎,2103794,p2103794,右投,3,False,False,False,b000,False,1,0,0,0-0,ストレート,148,1,3,高め・内,True,ボール[クイック投法],ball,False,False,False,False,True,False,False,右フライ,,0,0
2026-06-28,2021039062,ヤクルト,中日,神宮,away,3,表,3表,中日,ヤクルト,0310300,18,岡林 勇希,1900041,p1900041,左打,吉村 貢司郎,2103794,p2103794,右投,3,False,False,False,b000,False,2,1,0,1-0,ストレート,146,1,3,高め・内,True,ボール,ball,False,False,False,False,True,False,False,右フライ,,0,0
2026-06-28,2021039062,ヤクルト,中日,神宮,away,3,表,3表,中日,ヤクルト,0310300,18,岡林 勇希,1900041,p1900041,左打,吉村 貢司郎,2103794,p2103794,右投,3,False,False,False,b000,False,3,2,0,2-0,ストレート,145,2,2,真ん中・真ん中,True,見逃し[セーフティバント、バント構え],strike,False,False,True,False,False,False,False,右フライ,,0,0
2026-06-28,2021039062,ヤクルト,中日,神宮,away,3,表,3表,中日,ヤクルト,0310300,18,岡林 勇希,1900041,p1900041,左打,吉村 貢司郎,2103794,p2103794,右投,3,False,False,False,b000,False,4,2,1,2-1,カットボール,,1,2,高め・真ん中,True,右飛,out,True,False,False,False,False,True,True,右フライ,,0,0
