season,player_key,player_id,player,team,league,number,hand,position,qualified,games,pa,ab,runs,hits,singles,doubles,triples,hr,rbi,bb,ibb,hbp,so,sb,caught_stealing,baserunning_outs,baserunning_runs,errors,sf,sh,gidp,gidp_opportunities,tb,avg,obp,slg,ops,iso,babip,bb_pct,k_pct,bb_k,woba_est,wraa_est,wrc_est,wrc_plus_est,rc,rc27,xr,xr27,gpa,seca,ta,wsb,ubr_est,bsr_est
2026,p1851155,1851155,石原 勇輝,ヤクルト,セ,35,左投,投,False,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,,0.0,1.0,0.0,0.0,-0.25,-0.16,-172.0,0.0,0.0,-0.1,-2.65,0.0,0.0,0.0,0.0,-0.0,0.0
2026,p1600003,1600003,茂木 栄五郎,ヤクルト,セ,8,左打,一,False,23,39,30,5,7,6,1,0,0,2,7,0,1,9,0,0,0,0.0,2,0,1,0,3,8,0.233,0.395,0.267,0.662,0.034,0.333,0.179,0.231,0.78,0.32,1.02,4.64,128.0,3.16,3.55,4.34,4.88,0.245,0.3,0.696,0.0,-0.0,0.0
2026,p2102997,2102997,西村 瑠伊斗,ヤクルト,セ,36,左打,左,False,8,19,19,4,8,6,2,0,0,2,0,0,0,3,0,0,0,0.0,0,0,0,0,3,10,0.421,0.421,0.526,0.947,0.105,0.5,0.0,0.158,0.0,0.415,2.06,3.82,217.0,4.21,10.33,3.43,8.41,0.321,0.105,0.909,0.0,-0.0,0.0
2026,p1950494,1950494,西舘 昂汰,ヤクルト,セ,14,右投,投,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,,,,,,,0.0,0.0,,,,,,,,0.04,1.08,,,,0.0,-0.0,0.0
2026,p2000031,2000031,赤羽 由紘,ヤクルト,セ,00,右打,三左,False,73,218,200,20,45,32,9,0,4,17,14,0,0,66,7,0,0,1.4,4,1,3,2,24,66,0.225,0.274,0.33,0.604,0.105,0.313,0.064,0.303,0.21,0.27,-3.85,16.36,81.0,18.2,3.05,19.53,3.28,0.206,0.21,0.554,1.4,-0.0,1.4
2026,p2109495,2109495,鈴木 叶,ヤクルト,セ,65,右打,捕,False,27,99,96,8,19,13,2,2,2,13,3,0,0,24,1,0,0,0.2,2,0,0,1,12,31,0.198,0.222,0.323,0.545,0.125,0.243,0.03,0.242,0.12,0.239,-4.42,4.76,52.0,6.89,2.38,6.61,2.29,0.181,0.167,0.449,0.2,-0.0,0.2
2026,p1900028,1900028,長岡 秀樹,ヤクルト,セ,7,左打,遊,True,89,372,335,41,89,68,15,1,5,25,32,1,2,45,3,5,2,-2.2,5,1,2,6,24,121,0.266,0.332,0.361,0.693,0.095,0.294,0.086,0.121,0.71,0.31,6.61,41.09,119.0,40.33,4.19,39.18,4.07,0.24,0.191,0.615,-1.4,-0.8,-2.2
2026,p1300045,1300045,高梨 裕稔,ヤクルト,セ,40,右投,投,False,9,20,20,1,2,1,1,0,0,3,0,0,0,15,0,0,0,0.0,0,0,0,1,1,3,0.1,0.1,0.15,0.25,0.05,0.4,0.0,0.75,0.0,0.108,-3.16,-1.31,-71.0,0.3,0.43,-0.89,-1.26,0.083,0.05,0.158,0.0,-0.0,0.0
2026,p1500042,1500042,高橋 奎二,ヤクルト,セ,47,左投,投,False,10,18,17,1,1,0,1,0,0,1,0,0,0,5,0,0,0,0.0,0,0,1,0,2,2,0.059,0.059,0.118,0.177,0.059,0.083,0.0,0.278,0.0,0.075,-3.37,-1.7,-102.0,0.12,0.19,-0.72,-1.14,0.056,0.059,0.125,0.0,-0.0,0.0
2026,p2103904,2103904,ジャクソン,ロッテ,パ,42,右投,投,False,2,5,5,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,1,0.2,0.2,0.2,0.4,0.0,0.333,0.0,0.4,0.0,0.178,-0.55,-0.04,-8.0,0.2,1.35,0.12,0.84,0.14,0.0,0.25,0.0,-0.0,0.0
2026,p1700020,1700020,ソト,ロッテ,パ,99,右打,一,False,93,317,287,28,67,41,11,0,15,42,22,1,6,77,0,0,0,0.0,2,2,0,8,17,123,0.233,0.3,0.429,0.729,0.196,0.264,0.069,0.243,0.29,0.319,4.13,36.33,113.0,37.1,4.35,36.81,4.32,0.242,0.293,0.662,0.0,-0.0,0.0
2026,p1460080,1460080,ポランコ,ロッテ,パ,22,左打,指,False,52,149,133,13,25,12,8,0,5,14,14,0,0,43,0,0,0,0.0,0,2,0,2,14,48,0.188,0.262,0.361,0.623,0.173,0.23,0.094,0.289,0.33,0.275,-3.72,11.41,75.0,12.73,3.07,13.66,3.29,0.208,0.278,0.564,0.0,-0.0,0.0
2026,p2101204,2101204,ロング,ロッテ,パ,73,左投,投,False,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,-0.53,-0.33,-160.0,0.0,0.0,-0.19,-2.54,0.0,0.0,0.0,0.0,-0.0,0.0
2026,p1850947,1850947,上田 希由翔,ロッテ,パ,10,左打,三,False,43,131,122,12,27,17,4,0,6,12,9,0,0,31,0,1,1,-0.8,3,0,0,4,14,49,0.221,0.275,0.402,0.677,0.181,0.247,0.069,0.237,0.29,0.298,-0.69,12.62,95.0,13.47,3.64,12.48,3.37,0.224,0.246,0.58,-0.4,-0.4,-0.8
2026,p1900045,1900045,井上 広大,ロッテ,パ,39,右打,左,False,31,68,65,6,9,5,1,0,3,6,2,0,0,26,0,0,0,0.0,2,1,0,1,7,19,0.138,0.162,0.292,0.454,0.154,0.162,0.029,0.382,0.08,0.197,-6.32,0.59,9.0,3.12,1.45,2.97,1.38,0.146,0.185,0.368,0.0,-0.0,0.0
2026,p1900081,1900081,佐藤 都志也,ロッテ,パ,32,左打,捕,False,93,317,270,28,61,37,12,0,12,42,39,1,4,63,1,0,1,-0.2,4,3,1,2,35,109,0.226,0.329,0.404,0.733,0.178,0.247,0.123,0.199,0.62,0.325,5.9,38.1,118.0,36.22,4.55,40.23,5.05,0.249,0.341,0.725,0.2,-0.4,-0.2
2026,p2106798,2106798,友杉 篤輝,ロッテ,パ,4,右打,遊,False,87,276,254,29,60,53,6,1,0,16,14,0,0,39,2,2,1,-0.8,8,0,8,5,19,68,0.236,0.276,0.268,0.544,0.032,0.279,0.051,0.141,0.36,0.247,-13.77,14.27,51.0,18.78,2.43,17.04,2.2,0.191,0.087,0.418,-0.4,-0.4,-0.8
2026,p1700098,1700098,和田 康士朗,ロッテ,パ,63,左打,中,False,30,29,24,3,5,5,0,0,0,1,3,0,0,5,4,1,0,0.4,0,0,2,0,2,5,0.208,0.296,0.208,0.504,0.0,0.263,0.103,0.172,0.6,0.241,-1.57,1.37,47.0,1.48,1.82,2.25,2.76,0.185,0.25,0.6,0.4,-0.0,0.4
2026,p1700092,1700092,安田 尚憲,ロッテ,パ,5,左打,三,False,48,153,140,16,36,22,9,0,5,21,11,1,1,39,0,0,0,0.0,2,1,0,5,19,60,0.257,0.314,0.429,0.743,0.172,0.32,0.072,0.255,0.28,0.323,2.57,18.11,117.0,18.95,4.65,17.52,4.3,0.249,0.257,0.661,0.0,-0.0,0.0
2026,p2117855,2117855,宮崎 竜成,ロッテ,パ,44,左打,三,False,34,29,28,6,4,2,1,0,1,1,1,0,0,11,0,0,0,0.0,0,0,0,0,3,8,0.143,0.172,0.286,0.458,0.143,0.188,0.034,0.379,0.09,0.201,-2.59,0.36,12.0,1.38,1.55,1.25,1.41,0.149,0.179,0.375,0.0,-0.0,0.0
2026,p2102926,2102926,寺地 隆成,ロッテ,パ,65,左打,三,False,68,248,220,9,39,33,3,0,3,15,22,1,2,43,0,0,1,-0.4,5,3,1,2,20,51,0.177,0.255,0.232,0.487,0.055,0.203,0.089,0.173,0.51,0.225,-16.97,8.23,33.0,13.17,1.9,14.83,2.14,0.173,0.164,0.41,0.0,-0.4,-0.4
2026,p1800052,1800052,小島 和哉,ロッテ,パ,14,左投,投,False,1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,,0.0,1.0,0.0,0.0,-0.79,-0.49,-160.0,0.0,0.0,-0.29,-2.65,0.0,0.0,0.0,0.0,-0.0,0.0
2026,p2000089,2000089,小川 龍成,ロッテ,パ,57,左打,二,True,102,368,342,30,92,81,6,3,2,20,12,0,4,61,6,4,1,-0.8,2,0,10,2,24,110,0.269,0.302,0.322,0.624,0.053,0.323,0.033,0.166,0.2,0.279,-7.93,29.46,79.0,33.18,3.37,32.73,3.32,0.216,0.105,0.516,-0.4,-0.4,-0.8
2026,p1800053,1800053,山口 航輝,ロッテ,パ,51,右打,左,False,73,268,248,34,68,35,12,1,20,48,14,0,4,62,0,1,0,-0.4,2,2,0,5,24,142,0.274,0.321,0.573,0.894,0.299,0.286,0.052,0.231,0.23,0.383,18.35,45.58,167.0,45.91,6.59,43.97,6.32,0.288,0.367,0.86,-0.4,-0.0,-0.4
2026,p2000094,2000094,山本 大斗,ロッテ,パ,61,右打,右,False,56,108,97,8,19,13,4,0,2,7,7,0,3,20,0,1,0,-0.4,1,1,0,1,10,29,0.196,0.269,0.299,0.568,0.103,0.224,0.065,0.185,0.35,0.258,-4.33,6.64,61.0,7.86,2.62,8.16,2.72,0.196,0.196,0.487,-0.4,-0.0,-0.4
2026,p1700034,1700034,山﨑 剛,ロッテ,パ,38,左打,遊,False,29,80,72,10,18,15,2,0,1,3,5,0,1,25,1,0,0,0.2,0,1,1,1,8,23,0.25,0.304,0.319,0.623,0.069,0.362,0.062,0.312,0.2,0.281,-1.63,6.5,80.0,7.08,3.35,7.58,3.59,0.217,0.167,0.545,0.2,-0.0,0.2
2026,p1300044,1300044,岡 大海,ロッテ,パ,25,右打,打,False,26,50,45,3,6,5,1,0,0,0,4,1,0,14,2,0,0,0.4,0,0,1,1,1,7,0.133,0.204,0.156,0.36,0.023,0.194,0.08,0.28,0.29,0.162,-6.16,-1.08,-21.0,1.43,0.94,0.9,0.59,0.131,0.156,0.325,0.4,-0.0,0.4
2026,p2114737,2114737,廣池 康志郎,ロッテ,パ,64,右投,投,False,2,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,2,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.25,0.0,0.0,-1.06,-0.65,-160.0,0.0,0.0,-0.11,-0.73,0.0,0.0,0.0,0.0,-0.0,0.0
2026,p1500102,1500102,愛斗,ロッテ,パ,50,右打,中,False,34,84,80,9,18,14,2,1,1,9,1,0,1,17,2,0,0,0.4,1,0,2,3,3,25,0.225,0.244,0.312,0.556,0.087,0.274,0.012,0.202,0.06,0.245,-4.27,4.27,50.0,6.1,2.46,5.21,2.1,0.188,0.138,0.446,0.4,-0.0,0.4
2026,p2100346,2100346,松川 虎生,ロッテ,パ,2,右打,捕,False,38,88,83,4,17,15,2,0,0,6,1,0,0,22,0,1,0,-0.4,0,0,4,0,5,19,0.205,0.214,0.229,0.443,0.024,0.279,0.011,0.25,0.05,0.197,-8.15,0.79,9.0,4.07,1.55,3.0,1.14,0.154,0.024,0.299,-0.4,-0.0,-0.4
2026,p2121158,2121158,櫻井 ユウヤ,ロッテ,パ,55,右打,打指,False,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,-0.53,-0.33,-160.0,0.0,0.0,-0.19,-2.54,0.0,0.0,0.0,0.0,-0.0,0.0
2026,p2100442,2100442,毛利 海大,ロッテ,パ,13,左投,投,False,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,-0.53,-0.33,-160.0,0.0,0.0,-0.19,-2.54,0.0,0.0,0.0,0.0,-0.0,0.0
2026,p2103693,2103693,池田 来翔,ロッテ,パ,00,右打,一,False,63,76,73,6,19,14,4,1,0,1,1,0,0,15,4,0,2,0.0,1,0,2,1,9,25,0.26,0.27,0.342,0.612,0.082,0.328,0.013,0.197,0.07,0.268,-2.36,5.36,69.0,6.76,3.2,6.71,3.18,0.207,0.151,0.545,0.8,-0.8,0.0
2026,p2102758,2102758,田中 晴也,ロッテ,パ,35,右投,投,False,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,,0.0,1.0,0.0,0.0,-0.53,-0.33,-160.0,0.0,0.0,-0.2,-2.65,0.0,0.0,0.0,0.0,-0.0,0.0
2026,p1200096,1200096,田村 龍弘,ロッテ,パ,27,右打,捕,False,2,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.667,0.0,0.0,-0.79,-0.49,-160.0,0.0,0.0,-0.29,-2.57,0.0,0.0,0.0,0.0,-0.0,0.0
2026,p1600108,1600108,石垣 勝海,ロッテ,パ,43,右打,三,False,8,5,5,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,1,0.2,0.2,0.2,0.4,0.0,0.25,0.0,0.2,0.0,0.178,-0.55,-0.04,-8.0,0.2,1.35,0.13,0.89,0.14,0.0,0.25,0.0,-0.0,0.0
2026,p1100096,1100096,石川 慎吾,ロッテ,パ,23,右打,指,False,15,36,32,2,4,2,1,0,1,7,3,0,1,17,0,0,0,0.0,0,0,0,1,4,8,0.125,0.222,0.25,0.472,0.125,0.214,0.083,0.472,0.18,0.221,-2.61,1.05,29.0,1.78,1.66,1.49,1.39,0.162,0.25,0.414,0.0,-0.0,0.0
2026,p2117859,2117859,立松 由宇,ロッテ,パ,49,左打,一,False,1,3,3,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,1,2,0.667,0.667,0.667,1.334,0.0,1.0,0.0,0.333,0.0,0.593,0.76,1.06,348.0,1.33,36.0,0.9,24.35,0.467,0.0,2.0,0.0,-0.0,0.0
2026,p1800050,1800050,藤原 恭大,ロッテ,パ,1,左打,右,False,69,304,264,42,78,61,10,1,6,34,29,1,10,53,7,2,2,-0.2,0,1,0,6,29,108,0.295,0.385,0.409,0.794,0.114,0.35,0.095,0.174,0.55,0.356,13.65,44.53,144.0,41.7,5.77,42.16,5.84,0.276,0.28,0.794,0.6,-0.8,-0.2
2026,p1700093,1700093,藤岡 裕大,ロッテ,パ,7,左打,二,False,9,26,22,1,3,3,0,0,0,1,2,0,0,7,0,0,0,0.0,0,1,0,1,3,3,0.136,0.2,0.136,0.336,0.0,0.188,0.077,0.269,0.29,0.162,-3.21,-0.57,-21.0,0.62,0.8,0.41,0.53,0.124,0.091,0.25,0.0,-0.0,0.0
2026,p1950286,1950286,西川 史礁,ロッテ,パ,6,右打,左,True,98,423,383,48,114,83,23,1,7,40,34,1,6,72,2,2,0,-0.4,2,0,0,11,68,160,0.298,0.364,0.418,0.782,0.12,0.352,0.08,0.17,0.47,0.347,15.9,58.87,137.0,58.25,5.58,53.55,5.13,0.268,0.225,0.716,-0.4,-0.0,-0.4
2026,p700087,700087,角中 勝也,ロッテ,パ,3,左打,打,False,9,17,15,1,1,1,0,0,0,0,1,0,1,6,0,0,0,0.0,0,0,0,0,0,1,0.067,0.176,0.067,0.243,0.0,0.111,0.059,0.353,0.17,0.135,-2.49,-0.77,-44.0,0.18,0.34,-0.13,-0.25,0.096,0.133,0.214,0.0,-0.0,0.0
2026,p1900082,1900082,髙部 瑛斗,ロッテ,パ,0,左打,中,False,44,130,122,12,26,24,2,0,0,2,8,0,0,25,3,1,1,-0.2,1,0,0,0,10,28,0.213,0.262,0.23,0.492,0.017,0.268,0.062,0.192,0.32,0.226,-8.77,4.43,34.0,7.32,2.04,7.54,2.1,0.175,0.098,0.402,0.2,-0.4,-0.2
2026,p1560639,1560639,カリステ,中日,セ,4,右打,右,False,26,67,61,7,12,9,2,0,1,3,6,1,0,20,1,0,0,0.2,1,0,0,2,6,17,0.197,0.269,0.279,0.548,0.082,0.275,0.09,0.299,0.3,0.244,-2.68,3.53,57.0,4.57,2.42,4.2,2.22,0.191,0.197,0.471,0.2,-0.0,0.2
2026,p1561854,1561854,サノー,中日,セ,23,右打,一,False,62,232,203,21,44,23,6,0,15,33,23,2,2,65,0,0,1,-0.4,2,4,0,5,21,95,0.217,0.297,0.468,0.765,0.251,0.228,0.099,0.28,0.35,0.328,7.75,29.26,136.0,28.75,4.62,30.54,4.91,0.251,0.374,0.732,0.0,-0.4,-0.4
2026,p2103840,2103840,ブライト 健太,中日,セ,42,右打,右,False,5,15,14,0,1,1,0,0,0,0,1,0,0,7,0,0,0,0.0,0,0,0,1,3,1,0.071,0.133,0.071,0.204,0.0,0.143,0.067,0.467,0.14,0.105,-2.41,-1.02,-73.0,0.13,0.26,-0.76,-1.46,0.078,0.071,0.143,0.0,-0.0,0.0
2026,p1961300,1961300,ボスラー,中日,セ,24,左打,右,False,71,235,218,14,41,27,6,1,7,18,12,0,3,71,0,0,0,0.0,3,2,0,2,25,70,0.188,0.238,0.321,0.559,0.133,0.239,0.051,0.302,0.17,0.249,-8.45,13.33,61.0,16.82,2.51,17.54,2.62,0.187,0.202,0.475,0.0,-0.0,0.0
2026,p2100961,2100961,マラー,中日,セ,93,左投,投,False,13,30,29,3,5,3,0,1,1,6,0,0,0,14,0,0,0,0.0,1,0,1,0,0,10,0.172,0.172,0.345,0.517,0.173,0.286,0.0,0.467,0.0,0.22,-1.82,0.97,35.0,1.72,1.86,1.75,1.89,0.164,0.172,0.417,0.0,-0.0,0.0
2026,p2112338,2112338,ロドリゲス,中日,セ,95,右打,遊,False,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,,0.0,1.0,0.0,0.0,-0.5,-0.32,-172.0,0.0,0.0,-0.2,-2.65,0.0,0.0,0.0,0.0,-0.0,0.0
2026,p1300079,1300079,上林 誠知,中日,セ,51,左打,中,False,2,8,7,1,2,1,0,0,1,1,1,0,0,4,0,0,0,0.0,0,0,0,0,1,5,0.286,0.375,0.714,1.089,0.428,0.5,0.125,0.5,0.25,0.46,1.18,1.92,260.0,1.88,10.12,1.8,9.71,0.347,0.571,1.2,0.0,-0.0,0.0
2026,p1951008,1951008,中西 聖輝,中日,セ,11,右投,投,False,7,13,12,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0.0,1,0,1,0,2,2,0.083,0.083,0.167,0.25,0.084,0.2,0.0,0.538,0.0,0.106,-2.08,-0.88,-73.0,0.17,0.38,-0.29,-0.64,0.079,0.083,0.182,0.0,-0.0,0.0
2026,p1400160,1400160,加藤 匠馬,中日,セ,49,右打,捕,False,27,59,52,4,8,7,1,0,0,2,4,0,1,18,1,0,0,0.2,0,0,2,0,4,9,0.154,0.228,0.173,0.401,0.019,0.235,0.068,0.305,0.22,0.193,-4.99,0.48,9.0,2.05,1.2,2.08,1.22,0.146,0.135,0.341,0.2,-0.0,0.2
2026,p2103633,2103633,味谷 大誠,中日,セ,43,左打,捕,False,4,4,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,1,0.25,0.25,0.25,0.5,0.0,0.333,0.0,0.25,0.0,0.223,-0.23,0.14,37.0,0.25,2.25,0.22,2.0,0.175,0.0,0.333,0.0,-0.0,0.0
2026,p2000044,2000044,土田 龍空,中日,セ,45,左打,中,False,40,47,43,9,7,4,1,0,2,4,3,0,1,12,0,0,0,0.0,1,0,0,0,4,14,0.163,0.234,0.326,0.56,0.163,0.172,0.064,0.255,0.25,0.251,-1.57,2.79,64.0,3.28,2.46,3.62,2.72,0.187,0.256,0.5,0.0,-0.0,0.0
2026,p900410,900410,大島 洋平,中日,セ,8,左打,中,False,21,66,62,4,12,10,1,1,0,2,4,0,0,13,1,0,0,0.2,1,0,0,1,0,15,0.194,0.242,0.242,0.484,0.048,0.245,0.061,0.197,0.31,0.22,-3.99,2.13,35.0,3.64,1.93,3.33,1.76,0.169,0.129,0.392,0.2,-0.0,0.2
2026,p1000138,1000138,大野 雄大,中日,セ,22,左投,投,False,15,35,28,0,2,2,0,0,0,2,1,0,0,16,0,0,0,0.0,1,0,5,1,2,2,0.071,0.103,0.071,0.174,0.0,0.167,0.029,0.457,0.06,0.085,-6.23,-2.99,-92.0,0.21,0.17,-1.3,-1.1,0.064,0.036,0.111,0.0,-0.0,0.0
2026,p2107645,2107645,尾田 剛樹,中日,セ,00,左打,右,False,35,10,8,7,1,1,0,0,0,0,1,0,0,5,4,1,0,0.4,1,0,1,0,0,1,0.125,0.222,0.125,0.347,0.0,0.333,0.1,0.5,0.2,0.176,-0.99,-0.07,-7.0,0.22,0.67,0.61,1.83,0.131,0.5,0.75,0.4,-0.0,0.4
2026,p1500050,1500050,山本 泰寛,中日,セ,60,右打,二,False,30,69,59,3,11,9,1,0,1,4,6,0,0,13,0,0,0,0.0,0,0,4,0,8,15,0.186,0.262,0.254,0.516,0.068,0.222,0.087,0.188,0.46,0.239,-3.07,3.33,52.0,3.92,2.04,4.44,2.3,0.181,0.169,0.438,0.0,-0.0,0.0
2026,p1900041,1900041,岡林 勇希,中日,セ,1,左打,中,False,60,252,223,16,53,42,9,0,2,16,19,2,2,28,1,0,0,0.2,0,4,4,1,11,68,0.238,0.298,0.305,0.603,0.067,0.259,0.075,0.111,0.68,0.269,-4.58,18.78,80.0,20.62,3.11,23.25,3.51,0.21,0.166,0.526,0.2,-0.0,0.2
2026,p1500100,1500100,川越 誠司,中日,セ,44,左打,打,False,4,4,4,0,2,0,2,0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,2,4,0.5,0.5,1.0,1.5,0.5,0.667,0.0,0.25,0.0,0.635,1.2,1.57,424.0,2.0,27.0,1.25,16.9,0.475,0.5,2.0,0.0,-0.0,0.0
2026,p1500076,1500076,木下 拓哉,中日,セ,35,右打,捕,False,22,65,63,5,17,14,3,0,0,3,1,0,1,12,0,0,1,-0.4,1,0,0,0,7,20,0.27,0.292,0.317,0.609,0.047,0.333,0.015,0.185,0.08,0.272,-1.01,5.01,83.0,5.85,3.43,5.6,3.29,0.211,0.079,0.478,0.0,-0.4,-0.4
2026,p1750223,1750223,村松 開人,中日,セ,5,左打,遊,True,105,435,362,43,92,70,11,6,5,38,53,2,4,69,4,2,0,0.0,15,5,11,11,47,130,0.254,0.351,0.359,0.71,0.105,0.297,0.122,0.159,0.77,0.319,10.95,51.27,127.0,46.23,4.17,49.01,4.43,0.248,0.268,0.675,0.0,-0.0,0.0
2026,p1200098,1200098,松葉 貴大,中日,セ,38,左投,投,False,2,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,-1.01,-0.64,-172.0,0.0,0.0,-0.38,-2.54,0.0,0.0,0.0,0.0,-0.0,0.0
2026,p1500091,1500091,板山 祐太郎,中日,セ,63,左打,右,False,71,193,175,22,41,24,9,2,6,24,16,1,1,49,1,1,1,-0.6,1,1,0,4,17,72,0.234,0.301,0.411,0.712,0.177,0.289,0.083,0.254,0.33,0.311,3.53,21.42,120.0,21.75,4.19,21.19,4.09,0.238,0.274,0.647,-0.2,-0.4,-0.6
2026,p1600106,1600106,柳 裕也,中日,セ,17,右投,投,False,17,39,29,1,2,2,0,0,0,0,0,0,0,7,0,0,0,0.0,1,0,10,0,3,2,0.069,0.069,0.069,0.138,0.0,0.091,0.0,0.179,0.0,0.061,-7.75,-4.14,-114.0,0.14,0.1,-1.09,-0.79,0.048,0.0,0.074,0.0,-0.0,0.0
2026,p2103947,2103947,樋口 正修,中日,セ,97,左打,走,False,14,10,9,8,2,2,0,0,0,1,1,0,0,3,5,0,0,1.0,0,0,0,0,1,2,0.222,0.3,0.222,0.522,0.0,0.333,0.1,0.3,0.33,0.247,-0.37,0.55,60.0,0.6,2.31,1.59,6.12,0.191,0.667,1.143,1.0,-0.0,1.0
2026,p2100410,2100410,櫻井 頼之介,中日,セ,16,右投,投,False,9,13,11,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0.0,1,0,1,0,0,0,0.0,0.083,0.0,0.083,0.0,0.0,0.077,0.615,0.12,0.057,-2.63,-1.42,-118.0,0.0,0.0,-0.67,-1.52,0.037,0.091,0.091,0.0,-0.0,0.0
2026,p500014,500014,涌井 秀章,中日,セ,20,右投,投,False,7,14,11,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0.0,0,0,2,0,1,0,0.0,0.083,0.0,0.083,0.0,0.0,0.071,0.643,0.11,0.057,-2.83,-1.53,-118.0,0.0,0.0,-0.64,-1.33,0.037,0.091,0.091,0.0,-0.0,0.0
2026,p1750701,1750701,田中 幹也,中日,セ,2,右打,二,False,73,247,213,24,50,40,9,1,0,11,17,3,3,25,8,2,2,0.0,1,2,12,2,24,61,0.235,0.298,0.286,0.584,0.051,0.263,0.069,0.101,0.68,0.261,-6.29,16.61,73.0,18.33,2.73,20.46,3.05,0.206,0.174,0.533,0.8,-0.8,0.0
2026,p1800048,1800048,知野 直人,中日,セ,65,右打,打,False,6,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.667,0.0,0.0,-0.76,-0.48,-172.0,0.0,0.0,-0.29,-2.57,0.0,0.0,0.0,0.0,-0.0,0.0
2026,p2105102,2105102,石伊 雄太,中日,セ,9,右打,捕,False,80,291,269,25,71,49,14,1,7,28,12,0,5,66,0,1,1,-0.8,2,2,3,3,32,108,0.264,0.306,0.401,0.707,0.137,0.323,0.041,0.227,0.18,0.311,5.35,32.33,120.0,33.23,4.33,32.56,4.25,0.238,0.197,0.619,-0.4,-0.4,-0.8
2026,p1900037,1900037,石川 昂弥,中日,セ,25,右打,三,False,70,259,233,26,60,37,16,0,7,34,24,1,2,54,0,1,1,-0.8,2,0,0,6,17,97,0.258,0.332,0.416,0.748,0.158,0.308,0.093,0.208,0.44,0.33,9.13,33.14,138.0,32.21,4.83,30.31,4.55,0.253,0.266,0.683,-0.4,-0.4,-0.8
2026,p1800062,1800062,石橋 康太,中日,セ,58,右打,打,False,4,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.667,0.0,0.0,-0.76,-0.48,-172.0,0.0,0.0,-0.29,-2.57,0.0,0.0,0.0,0.0,-0.0,0.0
2026,p1651376,1651376,福元 悠真,中日,セ,40,右打,打左,False,1,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,,1.27,0.85,0.94,1019.0,2.0,,0.72,,0.95,1.0,,0.0,-0.0,0.0
2026,p2103780,2103780,福永 裕基,中日,セ,7,右打,三,False,79,283,252,29,70,59,9,0,2,16,27,1,4,50,11,2,1,1.0,5,0,0,3,21,85,0.278,0.357,0.337,0.694,0.059,0.34,0.095,0.177,0.54,0.315,6.29,32.52,124.0,30.34,4.38,32.76,4.73,0.245,0.218,0.679,1.4,-0.4,1.0
2026,p1600085,1600085,細川 成也,中日,セ,55,右打,左,True,108,454,373,54,86,54,12,1,19,53,72,6,6,117,1,1,0,-0.2,1,3,0,8,40,157,0.231,0.361,0.421,0.782,0.19,0.279,0.159,0.258,0.62,0.345,21.85,63.94,152.0,57.09,5.16,61.26,5.53,0.268,0.399,0.797,-0.2,-0.0,-0.2
