date,game_id,home,away,stadium,inning,top_bottom,half,batting_team,fielding_team,atbat_index,atbat_no,batter,batter_id,batter_key,bat_hand,pitcher,pitcher_id,pitcher_key,pit_hand,outs,r1,r2,r3,risp,pitches,result,out_type,direction,pa,ab,hit,single,double,triple,hr,bb,ibb,hbp,so,sf,sh,gidp,error,rbi
2026-06-30,2021039068,巨人,ヤクルト,弘前,1,表,1表,ヤクルト,巨人,0110100,1,武岡 龍世,1900029,p1900029,左打,戸郷 翔征,1800028,p1800028,右投,0,False,False,False,False,2,一エラー,失策,一,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,1,表,1表,ヤクルト,巨人,0110200,2,増田 珠,1700131,p1700131,右打,戸郷 翔征,1800028,p1800028,右投,0,True,False,False,False,5,投安打,,投,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,1,表,1表,ヤクルト,巨人,0110300,3,長岡 秀樹,1900028,p1900028,左打,戸郷 翔征,1800028,p1800028,右投,1,True,True,False,True,4,左フライ,,左,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,1,表,1表,ヤクルト,巨人,0110400,4,サンタナ,2000135,p2000135,右打,戸郷 翔征,1800028,p1800028,右投,2,True,True,False,True,3,右フライ,,右,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,1,表,1表,ヤクルト,巨人,0110500,5,岩田 幸宏,2103917,p2103917,左打,戸郷 翔征,1800028,p1800028,右投,3,True,True,False,True,1,三フライ,,三,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,1,裏,1裏,巨人,ヤクルト,0120100,6,浦田 俊輔,1951153,p1951153,左打,山野 太一,2000025,p2000025,左投,1,False,False,False,False,4,空振り三振,三振,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,1,裏,1裏,巨人,ヤクルト,0120200,7,松本 剛,1100095,p1100095,右打,山野 太一,2000025,p2000025,左投,1,False,False,False,False,3,中安打,,中,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,1,裏,1裏,巨人,ヤクルト,0120300,8,泉口 友汰,1750321,p1750321,左打,山野 太一,2000025,p2000025,左投,1,True,False,False,False,2,見逃し,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,1,裏,1裏,巨人,ヤクルト,0120400,9,ダルベック,1561820,p1561820,右打,山野 太一,2000025,p2000025,左投,2,True,True,False,True,7,見逃し三振,三振,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,1,裏,1裏,巨人,ヤクルト,0120500,10,大城 卓三,1700044,p1700044,左打,山野 太一,2000025,p2000025,左投,3,True,True,False,True,6,遊ゴロ,ゴロ,遊,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,2,表,2表,ヤクルト,巨人,0210100,11,オスナ,2000133,p2000133,右打,戸郷 翔征,1800028,p1800028,右投,1,False,False,False,False,4,右フライ,,右,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,2,表,2表,ヤクルト,巨人,0210200,12,古賀 優大,1600078,p1600078,右打,戸郷 翔征,1800028,p1800028,右投,1,False,False,False,False,5,死球,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,2,表,2表,ヤクルト,巨人,0210300,13,山野 太一,2000025,p2000025,左打,戸郷 翔征,1800028,p1800028,右投,2,True,False,False,False,5,見逃し三振,三振,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,2,表,2表,ヤクルト,巨人,0210400,14,松下 歩叶,2116854,p2116854,右打,戸郷 翔征,1800028,p1800028,右投,3,True,False,False,False,5,見逃し三振,三振,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,2,裏,2裏,巨人,ヤクルト,0220100,15,キャベッジ,2118420,p2118420,左打,山野 太一,2000025,p2000025,左投,0,False,False,False,False,5,四球,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,2,裏,2裏,巨人,ヤクルト,0220200,16,坂本 勇人,700003,p700003,右打,山野 太一,2000025,p2000025,左投,1,True,False,False,False,3,中フライ,,中,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,2,裏,2裏,巨人,ヤクルト,0220300,17,笹原 操希,2100225,p2100225,右打,山野 太一,2000025,p2000025,左投,2,True,False,False,False,3,右フライ,,右,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,2,裏,2裏,巨人,ヤクルト,0220400,18,戸郷 翔征,1800028,p1800028,右打,山野 太一,2000025,p2000025,左投,3,True,False,False,False,4,見逃し三振,三振,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,3,表,3表,ヤクルト,巨人,0310100,19,武岡 龍世,1900029,p1900029,左打,戸郷 翔征,1800028,p1800028,右投,1,False,False,False,False,3,見逃し三振,三振,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,3,表,3表,ヤクルト,巨人,0310200,20,増田 珠,1700131,p1700131,右打,戸郷 翔征,1800028,p1800028,右投,1,False,False,False,False,8,四球,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,3,表,3表,ヤクルト,巨人,0310300,21,長岡 秀樹,1900028,p1900028,左打,戸郷 翔征,1800028,p1800028,右投,1,True,False,False,False,4,中安打,,中,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,3,表,3表,ヤクルト,巨人,0310400,22,サンタナ,2000135,p2000135,右打,戸郷 翔征,1800028,p1800028,右投,2,True,True,False,True,4,空振り三振,三振,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,3,表,3表,ヤクルト,巨人,0310500,23,岩田 幸宏,2103917,p2103917,左打,戸郷 翔征,1800028,p1800028,右投,3,True,True,False,True,4,空振り三振,三振,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,3,裏,3裏,巨人,ヤクルト,0320100,24,浦田 俊輔,1951153,p1951153,左打,山野 太一,2000025,p2000025,左投,1,False,False,False,False,8,二ゴロ,ゴロ,二,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,3,裏,3裏,巨人,ヤクルト,0320200,25,松本 剛,1100095,p1100095,右打,山野 太一,2000025,p2000025,左投,2,False,False,False,False,2,遊ゴロ,ゴロ,遊,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,3,裏,3裏,巨人,ヤクルト,0320300,26,泉口 友汰,1750321,p1750321,左打,山野 太一,2000025,p2000025,左投,2,False,False,False,False,5,死球,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,3,裏,3裏,巨人,ヤクルト,0320400,27,ダルベック,1561820,p1561820,右打,山野 太一,2000025,p2000025,左投,3,True,False,False,False,5,空振り三振,三振,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,4,表,4表,ヤクルト,巨人,0410100,28,オスナ,2000133,p2000133,右打,戸郷 翔征,1800028,p1800028,右投,0,False,False,False,False,3,二エラー,失策,二,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,4,表,4表,ヤクルト,巨人,0410200,29,古賀 優大,1600078,p1600078,右打,戸郷 翔征,1800028,p1800028,右投,1,True,False,False,False,1,投犠打,バント,投,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,4,表,4表,ヤクルト,巨人,0410300,30,山野 太一,2000025,p2000025,左打,戸郷 翔征,1800028,p1800028,右投,2,False,True,False,True,3,遊ゴロ,ゴロ,遊,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,4,表,4表,ヤクルト,巨人,0410400,31,松下 歩叶,2116854,p2116854,右打,戸郷 翔征,1800028,p1800028,右投,3,False,True,False,True,7,二ゴロ,ゴロ,二,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,4,裏,4裏,巨人,ヤクルト,0420100,32,大城 卓三,1700044,p1700044,左打,山野 太一,2000025,p2000025,左投,1,False,False,False,False,3,空振り三振,三振,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,4,裏,4裏,巨人,ヤクルト,0420200,33,キャベッジ,2118420,p2118420,左打,山野 太一,2000025,p2000025,左投,2,False,False,False,False,5,見逃し三振,三振,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,4,裏,4裏,巨人,ヤクルト,0420300,34,坂本 勇人,700003,p700003,右打,山野 太一,2000025,p2000025,左投,3,False,False,False,False,3,二フライ,,二,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,5,表,5表,ヤクルト,巨人,0510100,35,武岡 龍世,1900029,p1900029,左打,戸郷 翔征,1800028,p1800028,右投,1,False,False,False,False,4,空振り三振,三振,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,5,表,5表,ヤクルト,巨人,0510200,36,増田 珠,1700131,p1700131,右打,戸郷 翔征,1800028,p1800028,右投,2,False,False,False,False,5,右フライ,,右,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,5,表,5表,ヤクルト,巨人,0510300,37,長岡 秀樹,1900028,p1900028,左打,戸郷 翔征,1800028,p1800028,右投,3,False,False,False,False,6,二ゴロ,ゴロ,二,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,5,裏,5裏,巨人,ヤクルト,0520100,38,笹原 操希,2100225,p2100225,右打,山野 太一,2000025,p2000025,左投,1,False,False,False,False,4,中フライ,,中,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,5,裏,5裏,巨人,ヤクルト,0520200,39,戸郷 翔征,1800028,p1800028,右打,山野 太一,2000025,p2000025,左投,1,False,False,False,False,7,左2塁打,,左,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,5,裏,5裏,巨人,ヤクルト,0520300,40,甲斐 拓也,1000176,p1000176,右打,山野 太一,2000025,p2000025,左投,2,False,True,False,True,5,空振り三振,三振,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,5,裏,5裏,巨人,ヤクルト,0520400,41,松本 剛,1100095,p1100095,右打,山野 太一,2000025,p2000025,左投,2,False,True,False,True,8,右安打 ＋1点,,右,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2026-06-30,2021039068,巨人,ヤクルト,弘前,5,裏,5裏,巨人,ヤクルト,0520500,42,泉口 友汰,1750321,p1750321,左打,山野 太一,2000025,p2000025,左投,3,True,False,False,False,3,右フライ,,右,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,6,表,6表,ヤクルト,巨人,0610100,43,サンタナ,2000135,p2000135,右打,戸郷 翔征,1800028,p1800028,右投,0,False,False,False,False,6,二安打,,二,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,6,表,6表,ヤクルト,巨人,0610200,44,岩田 幸宏,2103917,p2103917,左打,戸郷 翔征,1800028,p1800028,右投,0,True,False,False,False,1,右2塁打,,右,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,6,表,6表,ヤクルト,巨人,0610300,45,オスナ,2000133,p2000133,右打,戸郷 翔征,1800028,p1800028,右投,1,False,True,True,True,1,捕ファウルフライ,,捕,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,6,表,6表,ヤクルト,巨人,0610400,46,古賀 優大,1600078,p1600078,右打,戸郷 翔征,1800028,p1800028,右投,2,False,True,True,True,2,二ゴロ ＋1点,ゴロ,二,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2026-06-30,2021039068,巨人,ヤクルト,弘前,6,表,6表,ヤクルト,巨人,0610500,47,塩見 泰隆,1700087,p1700087,右打,戸郷 翔征,1800028,p1800028,右投,3,False,False,True,True,4,中フライ,,中,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,6,裏,6裏,巨人,ヤクルト,0620100,48,ダルベック,1561820,p1561820,右打,丸山 翔大,2000033,p2000033,右投,1,False,False,False,False,7,二フライ,,二,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,6,裏,6裏,巨人,ヤクルト,0620200,49,大城 卓三,1700044,p1700044,左打,丸山 翔大,2000033,p2000033,右投,1,False,False,False,False,3,右本塁打 ＋1点,,右,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2026-06-30,2021039068,巨人,ヤクルト,弘前,6,裏,6裏,巨人,ヤクルト,0620300,50,キャベッジ,2118420,p2118420,左打,丸山 翔大,2000033,p2000033,右投,2,False,False,False,False,3,空振り三振,三振,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,6,裏,6裏,巨人,ヤクルト,0620400,51,坂本 勇人,700003,p700003,右打,丸山 翔大,2000033,p2000033,右投,3,False,False,False,False,6,右フライ,,右,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,7,表,7表,ヤクルト,巨人,0710100,52,松下 歩叶,2116854,p2116854,右打,戸郷 翔征,1800028,p1800028,右投,1,False,False,False,False,7,左フライ,,左,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,7,表,7表,ヤクルト,巨人,0710200,53,武岡 龍世,1900029,p1900029,左打,戸郷 翔征,1800028,p1800028,右投,2,False,False,False,False,7,空振り三振,三振,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,7,表,7表,ヤクルト,巨人,0710300,54,増田 珠,1700131,p1700131,右打,戸郷 翔征,1800028,p1800028,右投,3,False,False,False,False,4,一フライ,,一,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,7,裏,7裏,巨人,ヤクルト,0720100,55,笹原 操希,2100225,p2100225,右打,阪口 皓亮,1700060,p1700060,右投,1,False,False,False,False,6,中フライ,,中,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,7,裏,7裏,巨人,ヤクルト,0720200,56,中山 礼都,2000007,p2000007,左打,阪口 皓亮,1700060,p1700060,右投,1,False,False,False,False,7,四球,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,7,裏,7裏,巨人,ヤクルト,0720300,57,門脇 誠,2107874,p2107874,左打,阪口 皓亮,1700060,p1700060,右投,1,True,False,False,False,2,右2塁打 ＋1点,,右,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2026-06-30,2021039068,巨人,ヤクルト,弘前,7,裏,7裏,巨人,ヤクルト,0720400,58,松本 剛,1100095,p1100095,右打,阪口 皓亮,1700060,p1700060,右投,2,False,True,False,True,1,左フライ,,左,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,7,裏,7裏,巨人,ヤクルト,0720500,59,泉口 友汰,1750321,p1750321,左打,阪口 皓亮,1700060,p1700060,右投,3,False,False,True,True,1,中フライ,,中,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,8,表,8表,ヤクルト,巨人,0810100,60,長岡 秀樹,1900028,p1900028,左打,大勢,2103697,p2103697,右投,0,False,False,False,False,5,四球,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,8,表,8表,ヤクルト,巨人,0810200,61,赤羽 由紘,2000031,p2000031,右打,大勢,2103697,p2103697,右投,0,True,False,False,False,3,左安打,,左,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,8,表,8表,ヤクルト,巨人,0810300,62,岩田 幸宏,2103917,p2103917,左打,大勢,2103697,p2103697,右投,1,True,True,False,True,2,遊ゴロ,ゴロ,遊,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,8,表,8表,ヤクルト,巨人,0810400,63,中村 悠平,900044,p900044,右打,大勢,2103697,p2103697,右投,1,True,False,True,True,1,見逃し,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,8,表,8表,ヤクルト,巨人,0810500,64,古賀 優大,1600078,p1600078,右打,田中 瑛斗,1700027,p1700027,右投,1,True,False,False,False,2,空振り,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,8,表,8表,ヤクルト,巨人,0810600,65,塩見 泰隆,1700087,p1700087,右打,田中 瑛斗,1700027,p1700027,右投,3,False,False,True,True,2,遊ゴロ,ゴロ,遊,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,8,裏,8裏,巨人,ヤクルト,0820100,66,ダルベック,1561820,p1561820,右打,星 知弥,1600075,p1600075,右投,1,False,False,False,False,3,見逃し三振,三振,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,8,裏,8裏,巨人,ヤクルト,0820200,67,大城 卓三,1700044,p1700044,左打,星 知弥,1600075,p1600075,右投,1,False,False,False,False,4,中安打,,中,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,8,裏,8裏,巨人,ヤクルト,0820300,68,キャベッジ,2118420,p2118420,左打,星 知弥,1600075,p1600075,右投,3,True,False,False,False,4,二併殺打,併殺,二,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,9,表,9表,ヤクルト,巨人,0910100,69,松下 歩叶,2116854,p2116854,右打,マルティネス,1700010,p1700010,右投,0,False,False,False,False,3,投エラー,失策,投,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,9,表,9表,ヤクルト,巨人,0910200,70,武岡 龍世,1900029,p1900029,左打,マルティネス,1700010,p1700010,右投,1,False,True,False,True,2,投犠打,バント,投,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,9,表,9表,ヤクルト,巨人,0910300,71,増田 珠,1700131,p1700131,右打,マルティネス,1700010,p1700010,右投,1,False,False,True,True,3,遊野選 ＋1点,,遊,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2026-06-30,2021039068,巨人,ヤクルト,弘前,9,表,9表,ヤクルト,巨人,0910400,72,長岡 秀樹,1900028,p1900028,左打,堀田 賢慎,1900016,p1900016,右投,2,False,True,False,True,3,一ゴロ,ゴロ,一,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,9,表,9表,ヤクルト,巨人,0910500,73,赤羽 由紘,2000031,p2000031,右打,堀田 賢慎,1900016,p1900016,右投,2,False,False,True,True,7,四球,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,9,表,9表,ヤクルト,巨人,0910600,74,岩田 幸宏,2103917,p2103917,左打,堀田 賢慎,1900016,p1900016,右投,2,True,False,True,True,4,四球,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,9,表,9表,ヤクルト,巨人,0910700,75,モンテル,2107178,p2107178,右打,堀田 賢慎,1900016,p1900016,右投,3,True,True,True,True,1,左フライ,,左,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,9,裏,9裏,巨人,ヤクルト,0920100,76,坂本 勇人,700003,p700003,右打,キハダ,1961046,p1961046,左投,0,False,False,False,False,5,中安打,,中,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,9,裏,9裏,巨人,ヤクルト,0920200,77,笹原 操希,2100225,p2100225,右打,キハダ,1961046,p1961046,左投,1,True,False,False,False,5,空振り三振,三振,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,9,裏,9裏,巨人,ヤクルト,0920300,78,岸田 行倫,1700043,p1700043,右打,キハダ,1961046,p1961046,左投,2,True,False,False,False,4,空振り三振,三振,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026-06-30,2021039068,巨人,ヤクルト,弘前,9,裏,9裏,巨人,ヤクルト,0920400,79,門脇 誠,2107874,p2107874,左打,キハダ,1961046,p1961046,左投,2,True,False,False,False,2,ボール,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039069,DeNA,広島,ハードオフ新潟,1,表,1表,広島,DeNA,0110100,1,名原 典彦,1850405,p1850405,右打,東 克樹,1700058,p1700058,左投,1,False,False,False,False,3,一ゴロ,ゴロ,一,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039069,DeNA,広島,ハードオフ新潟,1,表,1表,広島,DeNA,0110200,2,大盛 穂,1800079,p1800079,左打,東 克樹,1700058,p1700058,左投,2,False,False,False,False,5,空振り三振,三振,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026-06-30,2021039069,DeNA,広島,ハードオフ新潟,1,表,1表,広島,DeNA,0110300,3,菊池 涼介,1100082,p1100082,右打,東 克樹,1700058,p1700058,左投,2,False,False,False,False,3,左安打,,左,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039069,DeNA,広島,ハードオフ新潟,1,表,1表,広島,DeNA,0110400,4,坂倉 将吾,1600124,p1600124,左打,東 克樹,1700058,p1700058,左投,3,True,False,False,False,3,二ゴロ,ゴロ,二,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039069,DeNA,広島,ハードオフ新潟,1,裏,1裏,DeNA,広島,0120100,5,勝又 温史,1800046,p1800046,左打,玉村 昇悟,1900057,p1900057,左投,1,False,False,False,False,5,遊ゴロ,ゴロ,遊,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039069,DeNA,広島,ハードオフ新潟,1,裏,1裏,DeNA,広島,0120200,6,牧 秀悟,2000035,p2000035,右打,玉村 昇悟,1900057,p1900057,左投,2,False,False,False,False,4,空振り三振,三振,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026-06-30,2021039069,DeNA,広島,ハードオフ新潟,1,裏,1裏,DeNA,広島,0120300,7,佐野 恵太,1600089,p1600089,左打,玉村 昇悟,1900057,p1900057,左投,2,False,False,False,False,1,中2塁打,,中,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039069,DeNA,広島,ハードオフ新潟,1,裏,1裏,DeNA,広島,0120400,8,宮﨑 敏郎,1200053,p1200053,右打,玉村 昇悟,1900057,p1900057,左投,3,False,True,False,True,3,二ゴロ,ゴロ,二,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039069,DeNA,広島,ハードオフ新潟,2,表,2表,広島,DeNA,0210100,9,小園 海斗,1800072,p1800072,左打,東 克樹,1700058,p1700058,左投,1,False,False,False,False,3,三ゴロ,ゴロ,三,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039069,DeNA,広島,ハードオフ新潟,2,表,2表,広島,DeNA,0210200,10,佐々木 泰,2050203,p2050203,右打,東 克樹,1700058,p1700058,左投,2,False,False,False,False,1,遊ゴロ,ゴロ,遊,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039069,DeNA,広島,ハードオフ新潟,2,表,2表,広島,DeNA,0210300,11,モンテロ,1961927,p1961927,右打,東 克樹,1700058,p1700058,左投,3,False,False,False,False,2,一ゴロ,ゴロ,一,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039069,DeNA,広島,ハードオフ新潟,2,裏,2裏,DeNA,広島,0220100,12,松尾 汐恩,2100277,p2100277,右打,玉村 昇悟,1900057,p1900057,左投,0,False,False,False,False,4,右安打,,右,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039069,DeNA,広島,ハードオフ新潟,2,裏,2裏,DeNA,広島,0220200,13,蝦名 達夫,1900035,p1900035,右打,玉村 昇悟,1900057,p1900057,左投,0,True,False,False,False,2,中安打,,中,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30,2021039069,DeNA,広島,ハードオフ新潟,2,裏,2裏,DeNA,広島,0220300,14,九鬼 隆平,1600166,p1600166,右打,玉村 昇悟,1900057,p1900057,左投,1,True,True,False,True,6,空振り三振,三振,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026-06-30,2021039069,DeNA,広島,ハードオフ新潟,2,裏,2裏,DeNA,広島,0220400,15,宮下 朝陽,2100014,p2100014,右打,玉村 昇悟,1900057,p1900057,左投,1,True,True,False,True,2,二安打 ＋1点,,二,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2026-06-30,2021039069,DeNA,広島,ハードオフ新潟,2,裏,2裏,DeNA,広島,0220500,16,東 克樹,1700058,p1700058,左打,玉村 昇悟,1900057,p1900057,左投,2,True,True,False,True,4,スリーバント失敗,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
