date,game_id,team,opponent,is_home,player,player_id,player_key,order,position,is_starter,sub_type,season_avg,ab,runs,hits,rbi,so,bb,hbp,sac,sb,errors,hr
2026-07-25,2021039189,広島,ヤクルト,False,名原 典彦,1850405,p1850405,5,中左,True,,0.266,5,0,1,0,1,0,0,0,0,0,0
2026-07-25,2021039189,広島,ヤクルト,False,モンテロ,1961927,p1961927,6,一,True,,0.255,3,0,0,0,0,1,0,0,0,1,0
2026-07-25,2021039189,広島,ヤクルト,False,前川 誠太,1950955,p1950955,6,走一,False,代走,0.095,0,1,0,0,0,0,0,0,0,0,0
2026-07-25,2021039189,広島,ヤクルト,False,持丸 泰輝,1900058,p1900058,7,捕,True,,0.208,2,0,0,0,1,2,0,0,0,0,0
2026-07-25,2021039189,広島,ヤクルト,False,二俣 翔一,2000066,p2000066,8,遊三遊,True,,0.208,4,0,0,0,3,0,0,0,0,0,0
2026-07-25,2021039189,広島,ヤクルト,False,栗林 良吏,2000060,p2000060,9,投,True,,0.0,3,0,0,0,1,0,0,0,0,0,0
2026-07-25,2021039189,広島,ヤクルト,False,菊池 涼介,1100082,p1100082,9,二,False,守備,0.241,1,0,1,0,0,0,0,0,0,0,0
2026-07-25,2021039189,ヤクルト,広島,True,長岡 秀樹,1900028,p1900028,1,遊,True,,0.255,4,0,1,0,2,1,0,0,0,0,0
2026-07-25,2021039189,ヤクルト,広島,True,丸山 和郁,1650522,p1650522,2,中,True,,0.34,3,0,1,1,0,1,0,0,0,0,0
2026-07-25,2021039189,ヤクルト,広島,True,赤羽 由紘,2000031,p2000031,3,一,True,,0.23,5,0,1,0,1,0,0,0,0,0,0
2026-07-25,2021039189,ヤクルト,広島,True,サンタナ,2000135,p2000135,4,左,True,,0.252,3,0,0,0,1,0,0,0,0,0,0
2026-07-25,2021039189,ヤクルト,広島,True,廣澤 優,2105626,p2105626,4,投,False,守備,,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039189,ヤクルト,広島,True,清水 昇,1800033,p1800033,4,投,False,守備,,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039189,ヤクルト,広島,True,キハダ,1961046,p1961046,4,投,False,守備,,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039189,ヤクルト,広島,True,宮本 丈,1700089,p1700089,4,打,False,代打,0.364,1,0,1,0,0,0,0,0,0,0,0
2026-07-25,2021039189,ヤクルト,広島,True,モンテル,2107178,p2107178,4,走,False,代走,0.339,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039189,ヤクルト,広島,True,リランソ,2122334,p2122334,4,投,False,守備,,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039189,ヤクルト,広島,True,古賀 優大,1600078,p1600078,4,打,False,代打,0.269,0,0,0,1,0,0,0,0,0,0,0
2026-07-25,2021039189,ヤクルト,広島,True,増田 珠,1700131,p1700131,5,右左,True,,0.282,3,0,1,0,0,0,0,0,0,0,0
2026-07-25,2021039189,ヤクルト,広島,True,岩田 幸宏,2103917,p2103917,5,左,False,守備,0.241,1,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039189,ヤクルト,広島,True,武岡 龍世,1900029,p1900029,6,三,True,,0.233,4,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039189,ヤクルト,広島,True,内山 壮真,2000026,p2000026,7,二,True,,0.218,3,0,0,0,1,1,0,0,0,1,0
2026-07-25,2021039189,ヤクルト,広島,True,松本 直樹,1700090,p1700090,8,捕,True,,0.167,4,1,0,0,0,0,0,0,0,0,0
2026-07-25,2021039189,ヤクルト,広島,True,西舘 昂汰,1950494,p1950494,9,投,True,,,0,0,0,0,0,0,0,1,0,0,0
2026-07-25,2021039189,ヤクルト,広島,True,石井 巧,1850772,p1850772,9,打,False,代打,0.152,1,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039189,ヤクルト,広島,True,阪口 皓亮,1700060,p1700060,9,投,False,守備,,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039189,ヤクルト,広島,True,塩見 泰隆,1700087,p1700087,9,右,False,守備,0.197,2,1,2,0,0,0,0,0,0,0,0
2026-07-25,2021039190,DeNA,中日,False,勝又 温史,1800046,p1800046,1,左,True,,0.322,5,1,1,0,1,0,0,0,0,0,0
2026-07-25,2021039190,DeNA,中日,False,牧 秀悟,2000035,p2000035,2,二,True,,0.291,4,0,1,0,1,1,0,0,0,0,0
2026-07-25,2021039190,DeNA,中日,False,佐野 恵太,1600089,p1600089,3,一,True,,0.264,5,1,1,0,1,0,0,0,0,0,0
2026-07-25,2021039190,DeNA,中日,False,エンカーナシオン,2108195,p2108195,4,右,True,,0.342,5,0,1,0,2,0,0,0,0,0,0
2026-07-25,2021039190,DeNA,中日,False,若松 尚輝,2107753,p2107753,4,投,False,守備,0.0,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039190,DeNA,中日,False,筒香 嘉智,1000002,p1000002,5,三,True,,0.233,3,2,2,2,1,1,0,0,0,0,1
2026-07-25,2021039190,DeNA,中日,False,神里 和毅,1700059,p1700059,5,中,False,守備,0.133,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039190,DeNA,中日,False,蝦名 達夫,1900035,p1900035,6,中右,True,,0.242,3,0,1,2,2,0,1,0,0,0,0
2026-07-25,2021039190,DeNA,中日,False,宮下 朝陽,2100014,p2100014,7,遊,True,,0.233,4,0,0,0,2,0,0,0,0,0,0
2026-07-25,2021039190,DeNA,中日,False,松尾 汐恩,2100277,p2100277,8,捕,True,,0.26,4,1,3,1,0,0,0,0,0,0,1
2026-07-25,2021039190,DeNA,中日,False,ビド,2101360,p2101360,9,投,True,,0.0,2,0,0,0,2,0,0,0,0,0,0
2026-07-25,2021039190,DeNA,中日,False,宮﨑 敏郎,1200053,p1200053,9,打,False,代打,0.265,1,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039190,DeNA,中日,False,松本 凌人,2108557,p2108557,9,投,False,守備,,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039190,DeNA,中日,False,マルセリーノ,2105891,p2105891,9,投,False,守備,,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039190,DeNA,中日,False,林 琢真,1850208,p1850208,9,打,False,代打,0.241,1,0,1,0,0,0,0,0,0,0,0
2026-07-25,2021039190,DeNA,中日,False,浜地 真澄,1600116,p1600116,9,投,False,守備,,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039190,DeNA,中日,False,柴田 竜拓,1500063,p1500063,9,三,False,守備,0.1,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039190,中日,DeNA,True,岡林 勇希,1900041,p1900041,1,中,True,,0.243,5,0,1,0,0,0,0,0,0,0,0
2026-07-25,2021039190,中日,DeNA,True,村松 開人,1750223,p1750223,2,遊,True,,0.246,4,0,1,0,1,1,0,0,0,0,0
2026-07-25,2021039190,中日,DeNA,True,細川 成也,1600085,p1600085,3,左,True,,0.225,3,0,1,0,0,1,0,0,0,0,0
2026-07-25,2021039190,中日,DeNA,True,サノー,1561854,p1561854,4,一,True,,0.234,3,0,1,0,2,1,0,0,0,0,0
2026-07-25,2021039190,中日,DeNA,True,伊藤 茉央,2105038,p2105038,4,投,False,守備,,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039190,中日,DeNA,True,石川 昂弥,1900037,p1900037,5,三,True,,0.271,3,0,0,0,1,1,0,0,0,0,0
2026-07-25,2021039190,中日,DeNA,True,ボスラー,1961300,p1961300,6,右,True,,0.193,4,0,1,0,2,0,0,0,0,0,0
2026-07-25,2021039190,中日,DeNA,True,福永 裕基,2103780,p2103780,7,二,True,,0.258,3,0,1,0,2,1,0,0,1,0,0
2026-07-25,2021039190,中日,DeNA,True,木下 拓哉,1500076,p1500076,8,捕,True,,0.279,3,0,1,0,0,0,0,0,0,0,0
2026-07-25,2021039190,中日,DeNA,True,石橋 康太,1800062,p1800062,8,打捕,False,代打,0.0,1,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039190,中日,DeNA,True,涌井 秀章,500014,p500014,9,投,True,,0.0,2,0,0,0,2,0,0,0,0,0,0
2026-07-25,2021039190,中日,DeNA,True,草加 勝,1851138,p1851138,9,投,False,守備,,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039190,中日,DeNA,True,清水 達也,1700104,p1700104,9,投,False,守備,,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039190,中日,DeNA,True,高橋 周平,1100069,p1100069,9,打一,False,代打,0.267,2,0,1,0,1,0,0,0,0,0,0
2026-07-25,2021039191,巨人,阪神,False,浦田 俊輔,1951153,p1951153,1,二,True,,0.281,5,0,1,0,2,0,0,0,0,0,0
2026-07-25,2021039191,巨人,阪神,False,松本 剛,1100095,p1100095,2,中,True,,0.269,5,0,2,0,0,0,0,0,0,0,0
2026-07-25,2021039191,巨人,阪神,False,笹原 操希,2100225,p2100225,3,右,True,,0.259,5,0,1,0,2,0,0,0,1,0,0
2026-07-25,2021039191,巨人,阪神,False,ダルベック,1561820,p1561820,4,一,True,,0.262,5,1,1,1,1,0,0,0,0,0,1
2026-07-25,2021039191,巨人,阪神,False,森田 駿哉,1450977,p1450977,4,投,False,守備,0.0,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039191,巨人,阪神,False,大城 卓三,1700044,p1700044,5,捕,True,,0.274,2,1,0,0,2,0,2,0,0,0,0
2026-07-25,2021039191,巨人,阪神,False,泉口 友汰,1750321,p1750321,5,遊,False,守備,0.242,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039191,巨人,阪神,False,小濱 佑斗,2110991,p2110991,6,遊三,True,,0.229,4,1,0,0,1,0,0,0,0,0,0
2026-07-25,2021039191,巨人,阪神,False,佐々木 俊輔,2106178,p2106178,7,左,True,,0.258,4,2,3,2,1,0,0,0,0,0,1
2026-07-25,2021039191,巨人,阪神,False,石塚 裕惺,2116069,p2116069,8,三,True,,0.19,4,0,2,2,0,0,0,0,0,0,0
2026-07-25,2021039191,巨人,阪神,False,小林 誠司,1300027,p1300027,8,捕,False,守備,0.111,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039191,巨人,阪神,False,竹丸 和幸,2118993,p2118993,9,投,True,,0.043,2,0,0,0,2,1,0,0,0,0,0
2026-07-25,2021039191,巨人,阪神,False,船迫 大雅,1450689,p1450689,9,投,False,守備,,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039191,巨人,阪神,False,キャベッジ,2118420,p2118420,9,打,False,代打,0.244,1,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039191,巨人,阪神,False,赤星 優志,2103689,p2103689,9,投,False,守備,0.0,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039191,巨人,阪神,False,増田 大輝,1500054,p1500054,9,一,False,守備,0.333,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039191,阪神,巨人,True,近本 光司,1800065,p1800065,1,中,True,,0.243,4,0,1,0,2,0,0,0,0,0,0
2026-07-25,2021039191,阪神,巨人,True,中野 拓夢,2000056,p2000056,2,二,True,,0.296,3,0,0,0,0,0,0,1,0,0,0
2026-07-25,2021039191,阪神,巨人,True,森下 翔太,1850183,p1850183,3,右,True,,0.288,4,1,1,0,0,0,0,0,0,0,0
2026-07-25,2021039191,阪神,巨人,True,佐藤 輝明,2000051,p2000051,4,三,True,,0.32,3,0,0,0,2,0,1,0,0,0,0
2026-07-25,2021039191,阪神,巨人,True,大山 悠輔,1600113,p1600113,5,一,True,,0.272,3,0,1,0,0,1,0,0,0,0,0
2026-07-25,2021039191,阪神,巨人,True,元山 飛優,2000027,p2000027,6,遊,True,,0.333,2,0,0,1,1,1,0,0,0,1,0
2026-07-25,2021039191,阪神,巨人,True,立石 正広,2103242,p2103242,7,左,True,,0.218,4,0,2,0,1,0,0,0,0,0,0
2026-07-25,2021039191,阪神,巨人,True,伏見 寅威,1200100,p1200100,8,捕,True,,0.211,2,0,1,0,0,0,0,0,0,0,0
2026-07-25,2021039191,阪神,巨人,True,髙寺 望夢,2000057,p2000057,8,打,False,代打,0.233,1,0,1,0,0,0,0,0,0,0,0
2026-07-25,2021039191,阪神,巨人,True,セベリーノ,2108124,p2108124,8,投,False,守備,,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039191,阪神,巨人,True,門別 啓人,2104016,p2104016,8,投,False,守備,0.0,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039191,阪神,巨人,True,ガルシア,2108292,p2108292,8,打,False,代打,0.0,1,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039191,阪神,巨人,True,伊原 陵人,1850363,p1850363,9,投,True,,0.111,1,0,0,0,1,0,0,0,0,0,0
2026-07-25,2021039191,阪神,巨人,True,福島 圭音,2110225,p2110225,9,打,False,代打,0.238,1,0,0,0,1,0,0,0,0,0,0
2026-07-25,2021039191,阪神,巨人,True,モレッタ,2108105,p2108105,9,投,False,守備,,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039191,阪神,巨人,True,及川 雅貴,1900046,p1900046,9,投,False,守備,,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039191,阪神,巨人,True,糸原 健斗,1600117,p1600117,9,打,False,代打,0.111,1,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039191,阪神,巨人,True,坂本 誠志郎,1500087,p1500087,9,捕,False,守備,0.196,1,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039192,楽天,日本ハム,False,中島 大輔,1950278,p1950278,1,右,True,,0.25,4,0,0,0,1,0,0,0,0,0,0
2026-07-25,2021039192,楽天,日本ハム,False,YG安田,2103740,p2103740,2,指,True,,0.278,4,1,2,2,0,0,0,0,0,0,1
2026-07-25,2021039192,楽天,日本ハム,False,辰己 涼介,1800117,p1800117,3,中,True,,0.287,4,0,0,0,2,0,0,0,0,0,0
2026-07-25,2021039192,楽天,日本ハム,False,マッカスカー,2122300,p2122300,4,左,True,,0.266,4,1,1,0,1,0,0,0,0,0,0
2026-07-25,2021039192,楽天,日本ハム,False,村林 一輝,1600007,p1600007,5,二,True,,0.288,4,0,2,0,1,0,0,0,0,0,0
2026-07-25,2021039192,楽天,日本ハム,False,浅村 栄斗,900056,p900056,6,一,True,,0.21,2,0,0,1,1,1,0,0,0,0,0
2026-07-25,2021039192,楽天,日本ハム,False,平良 竜哉,2105283,p2105283,7,三,True,,0.25,3,0,0,0,1,0,0,0,0,0,0
2026-07-25,2021039192,楽天,日本ハム,False,堀内 謙伍,1600004,p1600004,7,捕,False,守備,0.2,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039192,楽天,日本ハム,False,太田 光,1800118,p1800118,8,捕,True,,0.222,2,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039192,楽天,日本ハム,False,黒川 史陽,1900113,p1900113,8,打三,False,代打,0.253,1,0,0,0,1,0,0,0,0,0,0
2026-07-25,2021039192,楽天,日本ハム,False,宗山 塁,1851157,p1851157,9,遊,True,,0.189,3,1,1,0,0,0,0,0,0,0,0
2026-07-25,2021039192,日本ハム,楽天,True,水野 達稀,1851204,p1851204,1,遊,True,,0.29,4,1,1,1,2,0,0,0,0,1,1
2026-07-25,2021039192,日本ハム,楽天,True,郡司 裕也,1900040,p1900040,2,左,True,,0.239,4,0,1,0,0,0,0,0,0,0,0
2026-07-25,2021039192,日本ハム,楽天,True,レイエス,1860140,p1860140,3,指,True,,0.329,4,0,2,0,1,0,0,0,0,0,0
2026-07-25,2021039192,日本ハム,楽天,True,五十幡 亮汰,2000080,p2000080,3,走指,False,代走,0.194,0,1,0,0,0,0,0,0,1,0,0
2026-07-25,2021039192,日本ハム,楽天,True,万波 中正,1800093,p1800093,4,右,True,,0.27,4,0,1,0,1,0,0,0,0,0,0
2026-07-25,2021039192,日本ハム,楽天,True,吉田 賢吾,2107900,p2107900,5,一,True,,0.296,2,0,1,0,1,0,0,0,0,0,0
2026-07-25,2021039192,日本ハム,楽天,True,清宮 幸太郎,1700025,p1700025,5,一,False,守備,0.241,1,0,0,1,0,0,0,0,0,0,0
2026-07-25,2021039192,日本ハム,楽天,True,野村 佑希,1800091,p1800091,6,三,True,,0.265,3,0,0,0,0,1,0,0,0,0,0
2026-07-25,2021039192,日本ハム,楽天,True,細川 凌平,2000082,p2000082,7,中,True,,0.288,2,2,1,0,0,2,0,0,0,0,0
2026-07-25,2021039192,日本ハム,楽天,True,上川畑 大悟,1251037,p1251037,8,二,True,,0.226,3,0,1,0,0,0,0,0,0,0,0
2026-07-25,2021039192,日本ハム,楽天,True,田宮 裕涼,1800095,p1800095,8,捕,False,守備,0.279,0,0,0,0,0,0,0,1,0,0,0
2026-07-25,2021039192,日本ハム,楽天,True,進藤 勇也,1950486,p1950486,9,捕,True,,0.203,1,0,0,0,0,0,0,1,0,0,0
2026-07-25,2021039192,日本ハム,楽天,True,奈良間 大己,1850932,p1850932,9,打二,False,代打,0.256,1,0,1,2,0,0,0,0,0,0,0
2026-07-25,2021039193,ソフトバンク,西武,False,正木 智也,2103735,p2103735,1,左,True,,0.295,3,1,1,1,0,1,0,0,0,0,1
2026-07-25,2021039193,ソフトバンク,西武,False,周東 佑京,1700135,p1700135,2,中,True,,0.283,4,0,1,0,1,0,0,0,0,0,0
2026-07-25,2021039193,ソフトバンク,西武,False,近藤 健介,1100097,p1100097,3,指,True,,0.311,4,1,2,0,0,0,0,0,1,0,0
2026-07-25,2021039193,ソフトバンク,西武,False,栗原 陵矢,1400127,p1400127,4,一,True,,0.265,3,1,0,0,1,0,1,0,0,0,0
2026-07-25,2021039193,ソフトバンク,西武,False,牧原 大成,1000175,p1000175,5,二,True,,0.282,4,1,1,0,2,0,0,0,0,0,0
2026-07-25,2021039193,ソフトバンク,西武,False,川瀬 晃,1500143,p1500143,6,三,True,,0.241,3,1,1,2,0,0,0,1,0,0,0
2026-07-25,2021039193,ソフトバンク,西武,False,柳町 達,1900104,p1900104,7,右,True,,0.24,3,1,2,2,0,1,0,0,0,0,0
2026-07-25,2021039193,ソフトバンク,西武,False,海野 隆司,1900101,p1900101,8,捕,True,,0.205,3,0,1,0,0,0,0,0,0,0,0
2026-07-25,2021039193,ソフトバンク,西武,False,柳田 悠岐,1000128,p1000128,8,打,False,代打,0.267,1,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039193,ソフトバンク,西武,False,庄子 雄大,1950149,p1950149,9,遊,True,,0.225,2,0,0,1,1,0,0,1,0,0,0
2026-07-25,2021039193,ソフトバンク,西武,False,山本 祐大,1700066,p1700066,9,打,False,代打,0.34,1,0,0,0,1,0,0,0,0,0,0
2026-07-25,2021039193,西武,ソフトバンク,True,滝澤 夏央,2103618,p2103618,1,遊二,True,,0.3,5,1,2,2,0,0,0,0,0,0,0
2026-07-25,2021039193,西武,ソフトバンク,True,石井 一成,1600134,p1600134,2,二,True,,0.242,3,0,0,1,0,0,0,0,0,0,0
2026-07-25,2021039193,西武,ソフトバンク,True,源田 壮亮,1600129,p1600129,2,遊,False,守備,0.206,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039193,西武,ソフトバンク,True,林 安可,1660299,p1660299,3,指,True,,0.224,2,0,0,1,0,1,0,0,0,0,0
2026-07-25,2021039193,西武,ソフトバンク,True,ネビン,2101047,p2101047,4,一,True,,0.265,4,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039193,西武,ソフトバンク,True,カナリオ,2117028,p2117028,5,右,True,,0.249,3,1,0,0,1,1,0,0,0,0,0
2026-07-25,2021039193,西武,ソフトバンク,True,渡部 聖弥,1950417,p1950417,6,三,True,,0.267,3,2,1,0,0,1,0,0,0,0,0
2026-07-25,2021039193,西武,ソフトバンク,True,小島 大河,2050145,p2050145,7,捕,True,,0.245,3,1,1,0,0,0,0,0,0,0,0
2026-07-25,2021039193,西武,ソフトバンク,True,古賀 悠斗,1750472,p1750472,7,捕,False,守備,0.276,1,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039193,西武,ソフトバンク,True,仲三 優太,2000073,p2000073,8,左,True,,0.143,2,2,2,1,0,1,0,0,0,0,0
2026-07-25,2021039193,西武,ソフトバンク,True,岸 潤一郎,1900068,p1900068,8,左,False,守備,0.208,1,0,0,0,1,0,0,0,0,0,0
2026-07-25,2021039193,西武,ソフトバンク,True,西川 愛也,1700122,p1700122,9,中,True,,0.233,3,1,2,2,1,1,0,0,0,0,0
2026-07-25,2021039194,ロッテ,オリックス,False,藤原 恭大,1800050,p1800050,1,右,True,,0.292,4,0,2,2,0,0,0,0,0,0,0
2026-07-25,2021039194,ロッテ,オリックス,False,山口 航輝,1800053,p1800053,2,左,True,,0.285,3,0,0,0,2,1,0,0,0,0,0
2026-07-25,2021039194,ロッテ,オリックス,False,山本 大斗,2000094,p2000094,2,走左,False,代走,0.202,0,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039194,ロッテ,オリックス,False,ソト,1700020,p1700020,3,一,True,,0.241,3,0,0,0,2,1,0,0,0,0,0
2026-07-25,2021039194,ロッテ,オリックス,False,安田 尚憲,1700092,p1700092,4,指,True,,0.263,4,0,1,0,1,0,0,0,0,0,0
2026-07-25,2021039194,ロッテ,オリックス,False,上田 希由翔,1850947,p1850947,5,三,True,,0.195,4,1,1,1,0,0,0,0,0,0,1
2026-07-25,2021039194,ロッテ,オリックス,False,小川 龍成,2000089,p2000089,6,二,True,,0.264,4,0,1,0,2,0,0,0,1,0,0
2026-07-25,2021039194,ロッテ,オリックス,False,愛斗,1500102,p1500102,7,中,True,,0.232,4,1,2,0,1,0,0,0,0,0,0
2026-07-25,2021039194,ロッテ,オリックス,False,松川 虎生,2100346,p2100346,8,捕,True,,0.221,1,0,0,0,0,0,0,1,0,0,0
2026-07-25,2021039194,ロッテ,オリックス,False,佐藤 都志也,1900081,p1900081,8,打捕,False,代打,0.235,2,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039194,ロッテ,オリックス,False,山﨑 剛,1700034,p1700034,9,遊,True,,0.268,4,1,1,0,1,0,0,0,0,0,0
2026-07-25,2021039194,オリックス,ロッテ,True,宗 佑磨,1400196,p1400196,1,三,True,,0.236,3,1,1,0,2,1,0,0,0,0,0
2026-07-25,2021039194,オリックス,ロッテ,True,山中 稜真,1750667,p1750667,2,一,True,,0.314,4,1,2,0,0,0,0,0,0,0,0
2026-07-25,2021039194,オリックス,ロッテ,True,西川 龍馬,1500096,p1500096,3,指,True,,0.286,3,0,1,1,1,0,0,0,0,0,0
2026-07-25,2021039194,オリックス,ロッテ,True,宜保 翔,1800102,p1800102,3,走指,False,代走,0.172,0,1,0,0,0,0,0,0,0,0,0
2026-07-25,2021039194,オリックス,ロッテ,True,太田 椋,1800098,p1800098,4,二,True,,0.276,4,1,2,2,0,0,0,0,0,0,1
2026-07-25,2021039194,オリックス,ロッテ,True,紅林 弘太郎,1900088,p1900088,5,遊,True,,0.251,4,0,1,1,0,0,0,0,0,0,0
2026-07-25,2021039194,オリックス,ロッテ,True,来田 涼斗,2000098,p2000098,6,右,True,,0.275,4,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039194,オリックス,ロッテ,True,中川 圭太,1800104,p1800104,7,左,True,,0.258,3,0,0,0,0,0,0,0,0,0,0
2026-07-25,2021039194,オリックス,ロッテ,True,福永 奨,1650056,p1650056,8,捕,True,,0.167,3,1,1,1,0,0,0,0,0,0,1
2026-07-25,2021039194,オリックス,ロッテ,True,渡部 遼人,2103747,p2103747,9,中,True,,0.249,3,0,1,0,0,0,0,0,1,0,0
